coherence,direction,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,instructions.started,key_resp_2.started,begin_experiment.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,polygon.started,fixation.started,dots.started,dots.stopped,key_resp.started,fixation_respond.started,polygon.stopped,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.03125,180,24,10,1,left,0.4202765420777723,None,1,10,24,12,20.953941124957055,,,,,,,,,20.940141125000082,20.953941124957055,20.953941124957055,21.037076166947372,21.338179375045,21.53721450001467,21.53721450001467,21.540960000013,21.540960000013,21.960135458037257,left,0.4202765420777723,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.125,180,25,11,1,left,0.17997562501113862,None,1,11,25,10,21.970255458028987,,,,,,,,,21.96081762504764,21.970255458028987,21.970255458028987,22.057732208049856,22.355867582955398,22.571446332964115,22.571446332964115,22.571446332964115,22.571446332964115,22.756177332950756,left,0.17997562501113862,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.0625,0,26,12,1,left,0.2402816250687465,None,1,12,26,4,22.770549791981466,,,,,,,,,22.75673145800829,22.770549791981466,22.770549791981466,22.870440374943428,23.158567667007446,23.35422495799139,23.35422495799139,23.358367457985878,23.358367457985878,23.605252749985084,left,0.2402816250687465,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.125,0,27,13,1,right,0.5285429999930784,None,1,13,27,3,23.610769958002493,,,,,,,,,23.605891542043537,23.610769958002493,23.610769958002493,23.703747167019174,24.004167624982074,24.22076462500263,24.22076462500263,24.22076462500263,24.22076462500263,24.754988624947146,right,0.5285429999930784,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
1,180,28,0,2,left,0.14227337494958192,None,2,0,28,7,24.76078808296006,,,,,,,,,24.755652999971062,24.76078808296006,24.76078808296006,24.85361724998802,25.139278042013757,25.34333354199771,25.34333354199771,25.353809457970783,25.353809457970783,25.488230417016894,left,0.14227337494958192,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.0625,180,29,1,2,left,0.28003645804710686,None,2,1,29,11,25.493593749939464,,,,,,,,,25.48870354203973,25.493593749939464,25.493593749939464,25.58705104200635,25.87251599994488,26.08650120801758,26.08650120801758,26.08970487501938,26.08970487501938,26.37490954203531,left,0.28003645804710686,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.125,0,30,2,2,right,0.24401708296500146,None,2,2,30,3,26.387120499974117,,,,,,,,,26.375673749949783,26.387120499974117,26.387120499974117,26.488217917038128,26.787804541992955,26.97075987502467,26.97075987502467,26.98857887496706,26.98857887496706,27.221976625034586,right,0.24401708296500146,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.25,0,31,3,2,right,0.23986054095439613,None,2,3,31,2,27.22757216694299,,,,,,,,,27.222691708011553,27.22757216694299,27.22757216694299,27.32037966698408,27.62157091696281,27.837880125036463,27.837880125036463,27.837880125036463,27.837880125036463,28.08873720804695,right,0.23986054095439613,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.0625,0,32,4,2,right,0.28923462494276464,None,2,4,32,4,28.09434887499083,,,,,,,,,28.089421582990326,28.09434887499083,28.09434887499083,28.18707850005012,28.472595250001177,28.687330499989912,28.687330499989912,28.693499417044222,28.693499417044222,28.988869957975112,right,0.28923462494276464,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.5,180,33,5,2,left,0.2847824579803273,None,2,5,33,8,28.99377633293625,,,,,,,,,28.989349792012945,28.99377633293625,28.99377633293625,29.087075417046435,29.388083374942653,29.588080291985534,29.588080291985534,29.604578000027686,29.604578000027686,29.89100529195275,left,0.2847824579803273,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.25,180,34,6,2,left,0.4562438749708235,None,2,6,34,9,29.903947332990356,,,,,,,,,29.891607124940492,29.903947332990356,29.903947332990356,29.989773208042607,30.286514375009574,30.490604666993022,30.490604666993022,30.490604666993022,30.490604666993022,30.95752687496133,left,0.4562438749708235,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
0.5,0,35,7,2,right,0.25203799991868436,None,2,7,35,1,30.970517124980688,,,,,,,,,30.9580712079769,30.970517124980688,30.970517124980688,31.071411291952245,31.370780500001274,31.571304916986264,31.571304916986264,31.571304916986264,31.571304916986264,31.838364582974464,right,0.25203799991868436,None,215921,001,2025-03-03_22h14.43.732,motion-simple-example,2024.2.4,None,2025-03-03 22h14.48.334762 -0500,
