coherence,direction,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,instructions.started,key_resp_2.started,begin_experiment.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,dots.started,polygon.started,fixation.started,dots.stopped,key_resp.started,fixation_respond.started,polygon.stopped,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,9,9,0,left,0.3032465419964865,None,0,9,9,6,10.374909707927145,,,,,,,,,10.367492125020362,10.462163624935783,10.374909707927145,10.374909707927145,10.758328124997206,10.96044349996373,10.96044349996373,10.96044349996373,10.96044349996373,11.277595708030276,left,0.3032465419964865,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,180,10,10,0,left,0.1921977500896901,None,0,10,10,9,11.29191358294338,,,,,,,,,11.27826837496832,11.375023124972358,11.29191358294338,11.29191358294338,11.676032540970482,11.8749410409946,11.8749410409946,11.877616915968247,11.877616915968247,12.076455915928818,left,0.1921977500896901,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,0,11,11,0,right,0.27178466599434614,None,0,11,11,2,12.081358499941416,,,,,,,,,12.077040583011694,12.174928082968108,12.081358499941416,12.081358499941416,12.47635041596368,12.67505404097028,12.67505404097028,12.677573499968275,12.677573499968275,12.959675541031174,right,0.27178466599434614,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,0,12,12,0,left,0.3199914579745382,None,0,12,12,4,12.965222999919206,,,,,,,,,12.96027066593524,13.058276874944568,12.965222999919206,12.965222999919206,13.359174874960445,13.559670040966012,13.559670040966012,13.574567290954292,13.574567290954292,13.89453574991785,left,0.3199914579745382,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,0,13,13,0,right,0.259950166917406,None,0,13,13,3,13.908471290953457,,,,,,,,,13.89513195795007,14.009270165930502,13.908471290953457,13.908471290953457,14.308251249953173,14.509766415925696,14.509766415925696,14.509766415925696,14.509766415925696,14.776583791011944,right,0.259950166917406,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,180,14,0,1,left,0.13254241598770022,None,1,0,14,9,14.782457957975566,,,,,,,,,14.77731491602026,14.874998749932274,14.782457957975566,14.782457957975566,15.161007583024912,15.374309208011255,15.374309208011255,15.377511207945645,15.377511207945645,15.510589165962301,left,0.13254241598770022,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.5,180,15,1,1,left,0.1743898750282824,None,1,1,15,8,15.515387875027955,,,,,,,,,15.511022291029803,15.60824012500234,15.515387875027955,15.515387875027955,15.909324583015405,16.108366874977946,16.108366874977946,16.11207299993839,16.11207299993839,16.292854415951297,left,0.1743898750282824,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,180,16,2,1,right,0.2643631249666214,None,1,2,16,13,16.298215582966805,,,,,,,,,16.29341487493366,16.379714332986623,16.298215582966805,16.298215582966805,16.69287849997636,16.892662832979113,16.892662832979113,16.909583500004373,16.909583500004373,17.159520040964708,right,0.2643631249666214,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,180,17,3,1,left,0.1066351670306176,None,1,3,17,10,17.16546124999877,,,,,,,,,17.16013616602868,17.25830687501002,17.16546124999877,17.16546124999877,17.54358495795168,17.758243624935858,17.758243624935858,17.761010040994734,17.761010040994734,17.876656249980442,left,0.1066351670306176,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0,0,18,4,1,right,0.3501943750306964,None,1,4,18,6,17.882348457933404,,,,,,,,,17.877328790957108,17.975004540989175,17.882348457933404,17.882348457933404,18.260749290930107,18.476010208018124,18.476010208018124,18.492925207945518,18.492925207945518,18.8287023329176,right,0.3501943750306964,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,180,19,5,1,left,0.15079795895144343,None,1,5,19,7,18.84158749994822,,,,,,,,,18.82946154102683,18.928407624945976,18.84158749994822,18.84158749994822,19.242725874995813,19.427209374960512,19.427209374960512,19.427209374960512,19.427209374960512,19.596269582980312,left,0.15079795895144343,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.4,0,20,6,1,right,0.32087629195302725,None,1,6,20,2,19.608524124952964,,,,,,,,,19.59764870791696,19.695643999963067,19.608524124952964,19.608524124952964,19.99116829095874,20.20971883297898,20.20971883297898,20.20971883297898,20.20971883297898,20.54328733298462,right,0.32087629195302725,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.2,180,21,7,1,left,0.31898479210212827,None,1,7,21,11,20.549475666019134,,,,,,,,,20.54416712501552,20.64157937502023,20.549475666019134,20.549475666019134,20.927057583001442,21.141545000020415,21.141545000020415,21.144290124997497,21.144290124997497,21.47636466601398,left,0.31898479210212827,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
0.3,0,22,8,1,right,0.23404504195787013,None,1,8,22,3,21.4820074159652,,,,,,,,,21.476944457972422,21.57495104102418,21.4820074159652,21.4820074159652,21.875941290985793,22.075562832993455,22.075562832993455,22.080385082983412,22.080385082983412,22.31444437499158,right,0.23404504195787013,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
1,0,23,9,1,right,0.1990959170507267,None,1,9,23,0,22.324996665935032,,,,,,,,,22.315115666016936,22.410450165974908,22.324996665935032,22.324996665935032,22.708219332969747,22.910391332930885,22.910391332930885,22.910391332930885,22.910391332930885,23.111967833014205,right,0.1990959170507267,None,demo,001,2025-03-04_22h13.50.730,motion-simple-example,2024.2.4,None,2025-03-04 22h13.58.555335 -0500,
