4.2094 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
4.2195 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1512, 982]. Using actual size
4.3773 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa46303e700>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa46303e310>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa462f991c0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3024, 1964]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3773 	EXP 	window1: backgroundImage = ''
4.3773 	EXP 	window1: backgroundFit = 'none'
4.4211 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4211 	EXP 	window1: recordFrameIntervals = False
4.5452 	EXP 	window1: recordFrameIntervals = True
5.3827 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

7.0782 	INFO 	keyboard.Keyboard is using iohub backend.
7.0782 	INFO 	keyboard.Keyboard is using iohub backend.
7.0783 	INFO 	keyboard.Keyboard is using iohub backend.
7.0783 	EXP 	motion-simple-example: status = STARTED
7.1144 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.1178 	EXP 	Created dots = DotStim(__class__=<class 'psychopy.visual.dot.DotStim'>, autoLog=True, coherence=1.0, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, dir=1.0, dotLife=10.0, dotSize=6.0, element=None, fieldAnchor=UNKNOWN, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([0.5, 0.5]), nDots=50, name='dots', noiseDots='direction', opacity=1, rgb=UNKNOWN, signalDots='same', speed=0.002, units='height', win=Window(...))
7.1225 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0.00392157, 0.00392157, 0.00392157]), lineColorSpace='rgb', lineRGB=array([0.00392157, 0.00392157, 0.00392157]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.1238 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.025, 0.025]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.1252 	EXP 	Created fixation_respond = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([-1.        ,  0.00392157, -1.        ]), lineColorSpace='rgb', lineRGB=array([-1.        ,  0.00392157, -1.        ]), lineWidth=1.0, name='fixation_respond', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.025, 0.025]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0203 	INFO 	Keyboard events cleared
0.0201 	EXP 	instructions: autoDraw = True
0.7078 	EXP 	Imported motion-simple-example.xlsx as conditions, 14 conditions, 2 params
0.7091 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'coherence': 0.5, 'direction': 180, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.7203 	DATA 	Keypress: space
0.7226 	WARNING 	t of last frame was 99.92ms (=1/10)
0.7226 	EXP 	instructions: autoDraw = False
0.7226 	EXP 	dots: dir = 180.0
0.7226 	EXP 	dots: coherence = 0.5
0.7226 	EXP 	polygon: autoDraw = True
0.7226 	EXP 	fixation: autoDraw = True
0.7362 	EXP 	dots: autoDraw = True
1.0230 	EXP 	dots: autoDraw = False
1.2373 	INFO 	Keyboard events cleared
1.2370 	EXP 	fixation_respond: autoDraw = True
1.3205 	EXP 	polygon: autoDraw = False
1.3205 	EXP 	fixation: autoDraw = False
1.5083 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'coherence': 0.25, 'direction': 0, 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
1.5318 	DATA 	Keypress: left
1.5346 	WARNING 	t of last frame was 27.95ms (=1/35)
1.5346 	EXP 	dots: autoDraw = False
1.5346 	EXP 	polygon: autoDraw = False
1.5346 	EXP 	fixation: autoDraw = False
1.5346 	EXP 	fixation_respond: autoDraw = False
1.5346 	EXP 	dots: dir = 0.0
1.5346 	EXP 	dots: coherence = 0.25
1.5346 	EXP 	polygon: autoDraw = True
1.5346 	EXP 	fixation: autoDraw = True
1.6064 	EXP 	dots: autoDraw = True
1.9037 	EXP 	dots: autoDraw = False
2.1217 	INFO 	Keyboard events cleared
2.1208 	EXP 	fixation_respond: autoDraw = True
2.1271 	EXP 	polygon: autoDraw = False
2.1271 	EXP 	fixation: autoDraw = False
2.3242 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'coherence': 1, 'direction': 180, 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
2.3270 	DATA 	Keypress: right
2.3372 	EXP 	dots: autoDraw = False
2.3372 	EXP 	polygon: autoDraw = False
2.3372 	EXP 	fixation: autoDraw = False
2.3372 	EXP 	fixation_respond: autoDraw = False
2.3372 	EXP 	dots: dir = 180.0
2.3372 	EXP 	dots: coherence = 1.0
2.3372 	EXP 	polygon: autoDraw = True
2.3372 	EXP 	fixation: autoDraw = True
2.4232 	EXP 	dots: autoDraw = True
2.7204 	EXP 	dots: autoDraw = False
2.9249 	INFO 	Keyboard events cleared
2.9246 	EXP 	polygon: autoDraw = False
2.9246 	EXP 	fixation: autoDraw = False
2.9246 	EXP 	fixation_respond: autoDraw = True
3.1263 	DATA 	Keypress: left
3.1381 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'coherence': 0, 'direction': 180, 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
3.1420 	EXP 	dots: autoDraw = False
3.1420 	EXP 	polygon: autoDraw = False
3.1420 	EXP 	fixation: autoDraw = False
3.1420 	EXP 	fixation_respond: autoDraw = False
3.1420 	EXP 	dots: dir = 180.0
3.1420 	EXP 	dots: coherence = 0.0
3.1420 	EXP 	polygon: autoDraw = True
3.1420 	EXP 	fixation: autoDraw = True
3.2382 	EXP 	dots: autoDraw = True
3.5371 	EXP 	dots: autoDraw = False
3.7236 	INFO 	Keyboard events cleared
3.7233 	EXP 	fixation_respond: autoDraw = True
3.7395 	EXP 	polygon: autoDraw = False
3.7395 	EXP 	fixation: autoDraw = False
4.0888 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'coherence': 0.125, 'direction': 180, 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
4.0916 	DATA 	Keypress: right
4.0945 	EXP 	dots: autoDraw = False
4.0945 	EXP 	polygon: autoDraw = False
4.0945 	EXP 	fixation: autoDraw = False
4.0945 	EXP 	fixation_respond: autoDraw = False
4.0945 	EXP 	dots: dir = 180.0
4.0945 	EXP 	dots: coherence = 0.125
4.0945 	EXP 	polygon: autoDraw = True
4.0945 	EXP 	fixation: autoDraw = True
4.1871 	EXP 	dots: autoDraw = True
4.4728 	EXP 	dots: autoDraw = False
4.6882 	INFO 	Keyboard events cleared
4.6879 	EXP 	fixation_respond: autoDraw = True
4.7048 	EXP 	polygon: autoDraw = False
4.7048 	EXP 	fixation: autoDraw = False
4.9065 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'coherence': 0.03125, 'direction': 180, 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
4.9091 	DATA 	Keypress: left
4.9207 	EXP 	dots: autoDraw = False
4.9207 	EXP 	polygon: autoDraw = False
4.9207 	EXP 	fixation: autoDraw = False
4.9207 	EXP 	fixation_respond: autoDraw = False
4.9207 	EXP 	dots: dir = 180.0
4.9207 	EXP 	dots: coherence = 0.03125
4.9207 	EXP 	polygon: autoDraw = True
4.9207 	EXP 	fixation: autoDraw = True
5.0037 	EXP 	dots: autoDraw = True
5.2908 	EXP 	dots: autoDraw = False
5.5223 	INFO 	Keyboard events cleared
5.5220 	EXP 	polygon: autoDraw = False
5.5220 	EXP 	fixation: autoDraw = False
5.5220 	EXP 	fixation_respond: autoDraw = True
