thisRow.t,notes,trial.started,dots.started,fixation_circle.started,fixation_cross.started,dots.stopped,fixation_circle.stopped,fixation_cross.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007215958088636398,0.01288162509445101,0.01288162509445101,0.01288162509445101,1.001756125013344,1.001756125013344,1.001756125013344,0.9979032500414178,002759,001,2025-03-07_14h11.44.866,motion-experiment,2024.2.4,None,2025-03-07 14h11.48.781233 -0500,
