thisRow.t,notes,trial.started,dots.started,fixation_circle.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008336875005625188,0.014762250008061528,0.014762250008061528,1.0037592920707539,596003,001,2025-03-07_14h08.34.022,motion-experiment,2024.2.4,None,2025-03-07 14h08.38.191222 -0500,
