thisRow.t,notes,trial.started,dots.started,fixation_circle.started,fixation_cross.started,key_resp.started,dots.stopped,fixation_circle.stopped,fixation_cross.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007486624992452562,0.01682720798999071,0.01682720798999071,0.01682720798999071,0.01682720798999071,1.015116500086151,1.015116500086151,1.015116500086151,9.93573829100933,right,9.889841999975033,None,481533,001,2025-03-07_14h14.33.539,motion-experiment,2024.2.4,None,2025-03-07 14h14.37.551627 -0500,
