direction,coherence,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,text.started,key_resp_2.started,begin_experiment.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,dots.started,fixation_circle.started,fixation_cross.started,fixation_green.started,key_resp.started,dots.stopped,fixation_circle.stopped,fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.007392541039735079,0.012731499969959259,0.012731499969959259,3.763881125021726,space,3.748295833938755,None,,,,,,,,,,813793,001,2025-03-07_14h48.49.315,motion-experiment,2024.2.4,None,2025-03-07 14h48.53.542442 -0500,
0,0.8,0,0,0,0,0,0,4,3.8843623329885304,,,,,,,,,3.875694749993272,3.8843623329885304,3.8843623329885304,3.8843623329885304,4.362764041055925,4.362764041055925,4.379101541009732,4.479070000001229,4.479070000001229,,,,,,,,
