thisRow.t,notes,trial.started,dots.started,fixation_circle.started,fixation_cross.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007329624961130321,0.013056540978141129,0.013056540978141129,0.013056540978141129,1.0017716659931466,428721,001,2025-03-07_14h11.08.982,motion-experiment,2024.2.4,None,2025-03-07 14h11.13.276647 -0500,
