thisRow.t,notes,trial.started,dots.started,fixation_circle.started,fixation_cross.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00704349996522069,0.012686833972111344,0.012686833972111344,0.012686833972111344,1.0004277499392629,712863,001,2025-03-07_14h11.26.430,motion-experiment,2024.2.4,None,2025-03-07 14h11.30.444560 -0500,
