thisRow.t,notes,trial.started,dots.started,fixation_circle.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007361707976087928,0.01235766604077071,0.01235766604077071,1.0015487909549847,597894,001,2025-03-07_14h07.42.516,motion-experiment,2024.2.4,None,2025-03-07 14h07.46.808297 -0500,
