thisRow.t,notes,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01161924994084984,0.011856790981255472,269331,001,2025-03-07_14h00.45.063,motion-experiment,2024.2.4,None,2025-03-07 14h00.49.653444 -0500,
