thisRow.t,notes,trial.started,fixation_circle.started,fixation_cross.started,dots.started,dots.stopped,fixation_green.started,key_resp.started,fixation_circle.stopped,fixation_cross.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007257416029460728,0.012349375057965517,0.012349375057965517,0.08691012498456985,0.5844555830117315,0.5886549580609426,0.5886549580609426,0.6047067909967154,0.6047067909967154,3.6884025409817696,right,3.066649833926931,None,915689,001,2025-03-07_14h20.12.594,motion-experiment,2024.2.4,None,2025-03-07 14h20.16.582220 -0500,
