thisRow.t,notes,trial.started,dots.started,fixation_circle.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008895584032870829,0.017984709003940225,0.017984709003940225,1.000376124982722,616977,001,2025-03-07_14h07.55.452,motion-experiment,2024.2.4,None,2025-03-07 14h07.59.748575 -0500,
