thisRow.t,notes,trial.started,dots.started,dots.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007364416960626841,0.012365874950774014,1.0007564580300823,0.9968351250281557,256200,001,2025-03-07_14h05.05.268,motion-experiment,2024.2.4,None,2025-03-07 14h05.09.545363 -0500,
