thisRow.t,notes,trial.started,fixation_circle.started,fixation_cross.started,dots.started,dots.stopped,key_resp.started,fixation_circle.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0072542919078841805,0.015873582917265594,0.015873582917265594,0.09793308295775205,0.5944575829198584,0.5989238329930231,0.6112260000081733,2.032355499919504,right,1.404618832981214,None,900431,001,2025-03-07_14h18.18.323,motion-experiment,2024.2.4,None,2025-03-07 14h18.22.254448 -0500,
