blobHeight,blobWidth,offset,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Wait.started,start_trial_text.started,start_key_resp.started,Wait.stopped,start_key_resp.keys,start_key_resp.rt,start_key_resp.duration,trial.started,noise.started,blob_1.started,blob_1.stopped,blob_2.started,blob_2.stopped,noise_2.started,key_resp.started,noise.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1.0,0.07,-0.04,9,9,0,left,0.23924933397211134,None,0,9,9,36,11.165179499890655,,,,,,,,,11.13586924993433,11.165179499890655,11.221875666989945,11.482421583961695,11.568540791980922,11.83103708398994,11.865700583904982,11.865700583904982,11.919050374999642,12.108428333885968,left,0.23924933397211134,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.08,10,10,0,right,0.2973236250691116,None,0,10,10,22,12.15915970900096,,,,,,,,,12.135271166916937,12.15915970900096,12.218962958897464,12.481600749888457,12.567318458925001,12.829094541957602,12.86357279191725,12.86357279191725,12.902286708937027,13.170962499920279,right,0.2973236250691116,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.0,11,11,0,right,0.42080654099117965,None,0,11,11,0,13.222186999977566,,,,,,,,,13.198352166917175,13.222186999977566,13.278640208998695,13.539553583948873,13.627611666917801,13.888784041977488,13.923041583970189,13.923041583970189,13.968918374972418,14.354391624918208,right,0.42080654099117965,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.02,12,12,0,right,0.1956020420184359,None,0,12,12,12,14.410723458975554,,,,,,,,,14.38460554194171,14.410723458975554,14.468397916993126,14.730194291914813,14.81624358391855,15.077772124903277,15.112205083947629,15.112205083947629,15.15226195892319,15.320258166990243,right,0.1956020420184359,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.04,13,13,0,right,0.18956087494734675,None,0,13,13,16,15.366751999943517,,,,,,,,,15.345307999989018,15.366751999943517,15.421917583909817,15.683433958911337,15.786721999989823,16.049325291998684,16.08339583396446,16.08339583396446,16.119099458912387,16.28760458389297,right,0.18956087494734675,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.01,14,14,0,right,0.6813498749397695,None,0,14,14,29,16.338997666956857,,,,,,,,,16.314374708919786,16.338997666956857,16.407080583972856,16.667672249954194,16.75522066699341,17.016133999917656,17.050619208952412,17.050619208952412,17.088643083930947,17.73791791696567,right,0.6813498749397695,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,-0.08,15,15,0,left,0.12271845794748515,None,0,15,15,42,17.796960458974354,,,,,,,,,17.769505583913997,17.796960458974354,17.855617916909978,18.11833212489728,18.18848354194779,18.4496845419053,18.50145333399996,18.50145333399996,18.53901408391539,18.637623624992557,left,0.12271845794748515,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.02,16,16,0,left,0.2932272501057014,None,0,16,16,15,18.684004416922107,,,,,,,,,18.662131708930247,18.684004416922107,18.739084041910246,19.00024462491274,19.10392470890656,19.36422024993226,19.398709083907306,19.398709083907306,19.418510749936104,19.7042004999239,left,0.2932272501057014,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,0.01,17,17,0,right,0.1630620830692351,None,0,17,17,9,19.760471541900188,,,,,,,,,19.73254587489646,19.760471541900188,19.816846374887973,20.08012920897454,20.167187208891846,20.429644624935463,20.46390812494792,20.46390812494792,20.502225167001598,20.637529624975286,right,0.1630620830692351,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.02,18,18,0,left,0.5099347920622677,None,0,18,18,35,20.685961499926634,,,,,,,,,20.662746499991044,20.685961499926634,20.743165041902103,21.00732612493448,21.094203291926533,21.35734533390496,21.392068541957997,21.392068541957997,21.43555208388716,21.904563416959718,left,0.5099347920622677,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.16,19,19,0,right,0.1644646670902148,None,0,19,19,26,21.962227333919145,,,,,,,,,21.93636691698339,21.962227333919145,22.02381720894482,22.288622333901003,22.357872541993856,22.618732291972265,22.671530124964193,22.671530124964193,22.71892970893532,22.837680958909914,right,0.1644646670902148,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,-0.01,20,20,0,right,0.24596229195594788,None,0,20,20,30,22.88613754196558,,,,,,,,,22.86283483391162,22.88613754196558,22.94173908396624,23.205408083973452,23.29210445890203,23.55260324990377,23.58856254199054,23.58856254199054,23.635672749951482,23.83769679197576,right,0.24596229195594788,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.04,21,21,0,left,0.18422091600950807,None,0,21,21,39,23.888193499995396,,,,,,,,,23.86413195892237,23.888193499995396,23.94402645889204,24.20786408393178,24.294671541894786,24.55693020892795,24.591695291921496,24.591695291921496,24.635627833893523,24.787791749928147,left,0.18422091600950807,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.08,22,22,0,right,0.19931291602551937,None,0,22,22,23,24.837641749996692,,,,,,,,,24.813730041962117,24.837641749996692,24.89347295893822,25.157990833977237,25.244359458913095,25.507600833894685,25.541934874956496,25.541934874956496,25.585659791948274,25.754391333903186,right,0.19931291602551937,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.01,23,23,0,left,0.31272799998987466,None,0,23,23,11,25.804379291948862,,,,,,,,,25.780428666970693,25.804379291948862,25.86024024989456,26.12534887494985,26.212287249974906,26.474976083962247,26.509529749979265,26.509529749979265,26.5522569589084,26.82551616698038,left,0.31272799998987466,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.0,24,24,0,left,0.44134500005748123,None,0,24,24,3,26.87741949991323,,,,,,,,,26.853124291985296,26.87741949991323,26.934930249932222,27.20079649996478,27.28809674992226,27.549167083925568,27.583741499925964,27.583741499925964,27.621799458982423,28.03794799989555,left,0.44134500005748123,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,-0.02,25,25,0,left,0.409520750050433,None,0,25,25,32,28.09354504197836,,,,,,,,,28.068147624959238,28.09354504197836,28.15110137499869,28.4140736249974,28.5005990419304,28.764550374937244,28.79902849998325,28.79902849998325,28.8358782089781,29.221129999961704,left,0.409520750050433,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.16,26,26,0,left,0.3395326250465587,None,0,26,26,47,29.27705999999307,,,,,,,,,29.251342999981716,29.27705999999307,29.334964499925263,29.598421124974266,29.684952583978884,29.947923083906062,29.982506374944933,29.982506374944933,30.035549583961256,30.323719124891795,left,0.3395326250465587,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,0.16,27,27,0,right,0.1500182079616934,None,0,27,27,25,30.37567841692362,,,,,,,,,30.351315249921754,30.37567841692362,30.434255499974824,30.697865374968387,30.785269333980978,31.048594208899885,31.083257166901603,31.083257166901603,31.121832499979064,31.237086249981076,right,0.1500182079616934,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.02,28,28,0,left,0.2500482079340145,None,0,28,28,33,31.2810744169401,,,,,,,,,31.259716749889776,31.2810744169401,31.35166191693861,31.6155850419309,31.70206466689706,31.965082416892983,31.9993622089969,31.9993622089969,32.01906699989922,32.254221624927595,left,0.2500482079340145,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,-0.08,29,29,0,left,0.20647045806981623,None,0,29,29,40,32.30638004199136,,,,,,,,,32.28190337494016,32.30638004199136,32.36371649999637,32.63029216695577,32.71724691695999,32.98045324999839,33.014891083934344,33.014891083934344,33.05216083396226,33.22346208395902,left,0.20647045806981623,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,0.0,30,30,0,left,0.3167924169683829,None,0,30,30,1,33.272046333993785,,,,,,,,,33.24851254199166,33.272046333993785,33.32950087497011,33.59297987492755,33.67984133400023,33.94358691689558,33.97830424993299,33.97830424993299,34.018945333897136,34.30438387498725,left,0.3167924169683829,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.005,31,31,0,right,0.8012929579708725,None,0,31,31,6,34.35675033391453,,,,,,,,,34.33264691696968,34.35675033391453,34.41296291688923,34.677828374900855,34.76485604199115,35.031190749956295,35.06557795894332,35.06557795894332,35.10264674993232,35.871459124959074,right,0.8012929579708725,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.0,32,32,0,right,0.4599921660264954,None,0,32,32,2,35.93237399996724,,,,,,,,,35.90583204198629,35.93237399996724,35.9907301669009,36.25532333389856,36.325551083893515,36.58688766695559,36.621847249916755,36.621847249916755,36.685972458915785,37.0877873749705,right,0.4599921660264954,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.04,33,33,0,left,0.13314275001175702,None,0,33,33,37,37.144686583895236,,,,,,,,,37.11849370889831,37.144686583895236,37.2026253339136,37.46685533400159,37.55377358396072,37.81614454195369,37.85059058398474,37.85059058398474,37.88864733395167,37.98730137490202,left,0.13314275001175702,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,-0.04,34,34,0,left,0.1439804999390617,None,0,34,34,38,38.03267041698564,,,,,,,,,38.01038058393169,38.03267041698564,38.1058324999176,38.36854379193392,38.44024337490555,38.70098949992098,38.752689874963835,38.752689874963835,38.785712124896236,38.904090166906826,left,0.1439804999390617,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.08,35,35,0,left,0.18210387497674674,None,0,35,35,43,38.95132891694084,,,,,,,,,38.928238416905515,38.95132891694084,39.00690008397214,39.27223604195751,39.35886874992866,39.62320445897058,39.65769033390097,39.65769033390097,39.702239416888915,39.8542715839576,left,0.18210387497674674,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,-0.16,36,36,0,left,0.18763141694944352,None,0,36,36,46,39.90342291689012,,,,,,,,,39.87973954190966,39.90342291689012,39.960912583977915,40.22335212491453,40.31018808390945,40.57225037494209,40.60665383399464,40.60665383399464,40.652394374948926,40.80424641689751,left,0.18763141694944352,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.16,37,37,0,left,0.15133979101665318,None,0,37,37,45,40.854170083999634,,,,,,,,,40.83053870894946,40.854170083999634,40.920468624914065,41.1851176249329,41.25727079191711,41.51891420898028,41.55534079193603,41.55534079193603,41.602238999912515,41.72015708393883,left,0.15133979101665318,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,0.02,38,38,0,left,0.42192329198587686,None,0,38,38,13,41.765943291946314,,,,,,,,,41.744406499899924,41.765943291946314,41.82055904192384,42.08372849994339,42.17075583396945,42.43209899996873,42.48395337490365,42.48395337490365,42.50488924991805,42.90776149998419,left,0.42192329198587686,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,0.04,39,39,0,right,0.28886908292770386,None,0,39,39,17,42.96074954199139,,,,,,,,,42.93623837491032,42.96074954199139,43.01889249996748,43.28330729191657,43.37063799996395,43.632650499930605,43.667104166932404,43.667104166932404,43.70521695888601,43.95785895898007,right,0.28886908292770386,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.08,40,40,0,left,0.17580008402001113,None,0,40,40,41,44.00888987490907,,,,,,,,,43.98495899990667,44.00888987490907,44.06560512492433,44.32910487498157,44.41583949991036,44.678248083917424,44.71278133394662,44.71278133394662,44.75217229197733,44.89051800000016,left,0.17580008402001113,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,-0.02,41,41,0,left,0.24351433396805078,None,0,41,41,34,44.93705533398315,,,,,,,,,44.91453679197002,44.93705533398315,44.99517945898697,45.25982999999542,45.346534208976664,45.6115199169144,45.64598187489901,45.64598187489901,45.685630541993305,45.89088241697755,left,0.24351433396805078,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.01,42,42,0,right,0.36404329095967114,None,0,42,42,31,45.940994416945614,,,,,,,,,45.916853124974295,45.940994416945614,45.996924041886814,46.260811458923854,46.34809087496251,46.61016020888928,46.64450087491423,46.64450087491423,46.68529720895458,47.02099654194899,right,0.36404329095967114,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.01,43,43,0,right,0.3300744170555845,None,0,43,43,8,47.07478345895652,,,,,,,,,47.05038712499663,47.07478345895652,47.133685541921295,47.383578249951825,47.486770874937065,47.750073999981396,47.78433270892128,47.78433270892128,47.82159958395641,48.1210625419626,right,0.3300744170555845,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.16,44,44,0,right,0.7371192499995232,None,0,44,44,24,48.175507374922745,,,,,,,,,48.15004204190336,48.175507374922745,48.23238591698464,48.497828124905936,48.583491208963096,48.84478541696444,48.87937258393504,48.87937258393504,48.91900341690052,49.621358791948296,right,0.7371192499995232,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.005,45,45,0,left,0.4171023330418393,None,0,45,45,7,49.682136874995194,,,,,,,,,49.65561854199041,49.682136874995194,49.74157837498933,50.00766620889772,50.07702179194894,50.34104379196651,50.37578916689381,50.37578916689381,50.43555670895148,50.8043839589227,left,0.4171023330418393,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.005,46,46,0,right,0.2896022089989856,None,0,46,46,4,50.8603152919095,,,,,,,,,50.83495887496974,50.8603152919095,50.917320041917264,51.18256362492684,51.270625291974284,51.53176983399317,51.56617524998728,51.56617524998728,51.619238874991424,51.85707204195205,right,0.2896022089989856,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,-0.01,47,47,0,left,0.1554054580628872,None,0,47,47,28,51.908766874927096,,,,,,,,,51.88418491696939,51.908766874927096,51.965897124959156,52.2288924169261,52.31511020893231,52.57742383389268,52.61176079197321,52.61176079197321,52.652215166948736,52.77087883395143,left,0.1554054580628872,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.01,48,0,1,left,0.3000354999676347,None,1,0,48,11,52.818309041904286,,,,,,,,,52.79524083388969,52.818309041904286,52.8737596248975,53.137416083947755,53.225177166983485,53.48834049992729,53.52256724995095,53.52256724995095,53.568884791922756,53.824009499978274,left,0.3000354999676347,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,-0.02,49,1,1,left,0.16717245802283287,None,1,1,49,32,53.876528708962724,,,,,,,,,53.85234666697215,53.876528708962724,53.93345979193691,54.19942808395717,54.28605229198001,54.54975049989298,54.58465391700156,54.58465391700156,54.62184787495062,54.7540627499111,left,0.16717245802283287,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.16,50,2,1,left,0.230869457940571,None,1,2,50,47,54.80416004196741,,,,,,,,,54.78014358389191,54.80416004196741,54.858861583983526,55.12370508396998,55.21153366693761,55.47528795897961,55.50989474996459,55.50989474996459,55.55226824991405,55.7542266669916,left,0.230869457940571,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.16,51,3,1,left,0.2001420829910785,None,1,3,51,45,55.805275499937125,,,,,,,,,55.78127920895349,55.805275499937125,55.87074979196768,56.13524533389136,56.206573249888606,56.47064254200086,56.505951583967544,56.505951583967544,56.552308541955426,56.70931141695473,left,0.2001420829910785,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,-0.04,52,4,1,left,0.1466837499756366,None,1,4,52,36,56.75877849990502,,,,,,,,,56.7349609589437,56.75877849990502,56.814504874986596,57.07950087497011,57.166853791917674,57.43047283391934,57.46504245896358,57.46504245896358,57.50181345897727,57.620546958991326,left,0.1466837499756366,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.0,53,5,1,left,0.30254808301106095,None,1,5,53,3,57.66705037490465,,,,,,,,,57.64445924991742,57.66705037490465,57.72258224990219,57.987082208972424,58.074667708948255,58.337222916889004,58.37272295891307,58.37272295891307,58.41895304189529,58.68761695898138,left,0.30254808301106095,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.04,54,6,1,right,0.4380745419766754,None,1,6,54,19,58.73999670892954,,,,,,,,,58.71574941696599,58.73999670892954,58.79753291700035,59.06401133397594,59.15143291698769,59.415699958917685,59.45019920892082,59.45019920892082,59.48841199988965,59.89113266696222,right,0.4380745419766754,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
1.0,0.07,0.02,55,7,1,right,0.12956200004555285,None,1,7,55,12,59.946503791958094,,,,,,,,,59.92134766699746,59.946503791958094,60.00502208399121,60.26907062495593,60.35790883388836,60.62258958397433,60.659331499948166,60.659331499948166,60.702232666895725,60.790185916936025,right,0.12956200004555285,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.2593,0.27,-0.01,56,8,1,left,0.19703299994580448,None,1,8,56,29,60.83542241691612,,,,,,,,,60.81330166698899,60.83542241691612,60.89080816693604,61.155522499931976,61.242885708925314,61.50759058399126,61.54246308398433,61.54246308398433,61.58560166694224,61.74258891690988,left,0.19703299994580448,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.04,57,9,1,right,0.21058249997440726,None,1,9,57,18,61.79202841699589,,,,,,,,,61.76817204197869,61.79202841699589,61.84773029189091,62.11283962498419,62.199863333953544,62.46494258393068,62.49938237492461,62.49938237492461,62.53921883390285,62.72103629191406,right,0.21058249997440726,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.02,58,10,1,right,0.37612541706766933,None,1,10,58,35,62.77186345891096,,,,,,,,,62.74777287489269,62.77186345891096,62.82843320898246,63.09410704195034,63.18248895893339,63.44516245892737,63.47971916699316,63.47971916699316,63.518896958907135,63.857821249985136,right,0.37612541706766933,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1489,0.47,0.005,59,11,1,right,0.20737395901232958,None,1,11,59,6,63.91223762498703,,,,,,,,,63.88709591689985,63.91223762498703,63.97089174995199,64.23503099998925,64.32326420897152,64.5857652919367,64.62243770889472,64.62243770889472,64.66893095895648,64.8375882919645,right,0.20737395901232958,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,-0.04,60,12,1,left,0.2177150830393657,None,1,12,60,39,64.88885866699275,,,,,,,,,64.864323124988,64.88885866699275,64.95429499994498,65.21808774990495,65.288284249953,65.55110729194712,65.60420633398462,65.60420633398462,65.63563795899972,65.82419258391019,left,0.2177150830393657,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
0.1045,0.67,0.02,61,13,1,right,0.2351563749834895,None,1,13,61,15,65.87407408398576,,,,,,,,,65.85058333398774,65.87407408398576,65.93062254192773,66.19636670895852,66.28441487497184,66.54840849991888,66.58293441694696,66.58293441694696,66.62158658390399,66.82086983392946,right,0.2351563749834895,None,demo,001,2025-03-24_16h55.36.408,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h55.55.811292 -0400,
