blobHeight,blobWidth,offset,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Wait.started,start_trial_text.started,start_key_resp.started,Wait.stopped,start_key_resp.keys,start_key_resp.rt,start_key_resp.duration,trial.started,noise.started,blob_1.started,blob_1.stopped,blob_2.started,blob_2.stopped,noise_2.started,key_resp.started,noise.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.2593,0.27,-0.08,13,13,0,left,0.17059116601012647,None,0,13,13,41,13.871089291991666,,,,,,,,,13.847209458937868,13.871089291991666,13.924825791968033,14.185097083915025,14.268576000002213,14.519819416920654,14.570337167009711,14.570337167009711,14.632800083956681,14.75093320896849,left,0.17059116601012647,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.08,14,14,0,right,0.1235332500655204,None,0,14,14,22,14.796293666935526,,,,,,,,,14.774834249983542,14.796293666935526,14.863535417011008,15.120569999911822,15.201809999998659,15.452105208998546,15.502655208925717,15.502655208925717,15.549439708935097,15.634611584013328,right,0.1235332500655204,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.005,15,15,0,left,0.5694469589507207,None,0,15,15,7,15.677142374916002,,,,,,,,,15.656570333987474,15.677142374916002,15.747053291997872,16.005134499981068,16.08540495892521,16.335471833939664,16.385159208904952,16.385159208904952,16.432752249995247,16.968469084007666,left,0.5694469589507207,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.02,16,16,0,right,0.14530504099093378,None,0,16,16,14,17.022898541996256,,,,,,,,,16.99893904197961,17.022898541996256,17.084370750002563,17.33806400001049,17.41863545891829,17.668580124969594,17.718612958909944,17.718612958909944,17.782823541900143,17.86795995896682,right,0.14530504099093378,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.01,17,17,0,right,0.267381208948791,None,0,17,17,11,17.910323958960362,,,,,,,,,17.88959154195618,17.910323958960362,17.977095416979864,18.2361759589985,18.31936195900198,18.569316959008574,18.618426749948412,18.618426749948412,18.66629258391913,18.888204916962422,right,0.267381208948791,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,-0.16,18,18,0,left,0.1671302089234814,None,0,18,18,46,18.93785508396104,,,,,,,,,18.91447612491902,18.93785508396104,18.990979624912143,19.252123999991454,19.3517513750121,19.603574124979787,19.65232012490742,19.65232012490742,19.699580166954547,19.821614541928284,left,0.1671302089234814,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,-0.08,19,19,0,left,0.2472918329294771,None,0,19,19,42,19.865592499962077,,,,,,,,,19.844383624964394,19.865592499962077,19.93268937501125,20.190346958930604,20.285886416910216,20.536234416998923,20.5857730419375,20.5857730419375,20.616148041910492,20.834998750011437,left,0.2472918329294771,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.16,20,20,0,left,0.20075370802078396,None,0,20,20,47,20.882829417008907,,,,,,,,,20.860661583952606,20.882829417008907,20.93809670896735,21.20248883392196,21.287828583968803,21.55180349992588,21.585806209011935,21.585806209011935,21.63280533393845,21.78963625000324,left,0.20075370802078396,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.0,21,21,0,right,0.7860250829253346,None,0,21,21,1,21.83605154196266,,,,,,,,,21.813723500003107,21.83605154196266,21.903748166980222,22.169319791952148,22.251874291920103,22.502390292007476,22.551781291957013,22.551781291957013,22.582740333979018,23.35160629195161,right,0.7860250829253346,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,-0.16,22,22,0,left,0.13284079101867974,None,0,22,22,44,23.406830541905947,,,,,,,,,23.382128541939892,23.406830541905947,23.462026416906156,23.719751291908324,23.802205667016096,24.054352417006157,24.102267666952685,24.102267666952685,24.166114291991107,24.23702666698955,left,0.13284079101867974,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.0,23,23,0,right,0.4208339999895543,None,0,23,23,3,24.278641292010434,,,,,,,,,24.258336249971762,24.278641292010434,24.344763916917145,24.60339258390013,24.702055749949068,24.951786708901636,25.00175583397504,25.00175583397504,25.032693124958314,25.435080958995968,right,0.4208339999895543,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.16,24,24,0,right,0.1851355410180986,None,0,24,24,24,25.486665625008754,,,,,,,,,25.46336079190951,25.486665625008754,25.540204874938354,25.80360366695095,25.885802958975546,26.135424625012092,26.18518183392007,26.18518183392007,26.24944995890837,26.384290333953686,right,0.1851355410180986,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.08,25,25,0,left,0.22981737495865673,None,0,25,25,43,26.428424083977006,,,,,,,,,26.40717899997253,26.428424083977006,26.49700504192151,26.755994291976094,26.83700099994894,27.102043458959088,27.13551816693507,27.13551816693507,27.18268183397595,27.36802195897326,left,0.22981737495865673,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,-0.01,26,26,0,left,0.5284870000323281,None,0,26,26,30,27.415933749987744,,,,,,,,,27.393169833929278,27.415933749987744,27.468725041951984,27.71882533398457,27.818603541934863,28.06884891691152,28.1183754169615,28.1183754169615,28.166189291980118,28.651742791989818,left,0.5284870000323281,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,-0.04,27,27,0,left,0.31741154100745916,None,0,27,27,38,28.70441949996166,,,,,,,,,28.680745791993104,28.70441949996166,28.759596833959222,29.018371667014435,29.106352541944943,29.36886362498626,29.40206891694106,29.40206891694106,29.466125749982893,29.720949708949775,left,0.31741154100745916,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,-0.04,28,28,0,left,0.26089666597545147,None,0,28,28,37,29.770134083926678,,,,,,,,,29.74692674994003,29.770134083926678,29.824114749906585,30.08556062495336,30.18505837500561,30.436682124971412,30.48523724998813,30.48523724998813,30.53305616695434,30.751746958936565,left,0.26089666597545147,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.02,29,29,0,right,0.4883258749032393,None,0,29,29,15,30.802036250010133,,,,,,,,,30.77872654190287,30.802036250010133,30.855134291923605,31.11915279191453,31.20192620891612,31.451883583911695,31.502197499969043,31.502197499969043,31.549040791927837,32.00155887496658,right,0.4883258749032393,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,-0.01,30,30,0,left,0.263362625031732,None,0,30,30,28,32.05324912490323,,,,,,,,,32.02925049990881,32.05324912490323,32.10851054196246,32.36907545896247,32.45467274996918,32.719154416932724,32.75171329197474,32.75171329197474,32.81604454200715,33.01814816694241,left,0.263362625031732,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.005,31,31,0,right,0.3422921249875799,None,0,31,31,4,33.06615149998106,,,,,,,,,33.04353641695343,33.06615149998106,33.11992795893457,33.38517070899252,33.468373083975166,33.718448792002164,33.76862624997739,33.76862624997739,33.81611645896919,34.118437208933756,right,0.3422921249875799,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.02,32,32,0,right,0.20035029097925872,None,0,32,32,12,34.168896499904804,,,,,,,,,34.14562958397437,34.168896499904804,34.22294762497768,34.48541199997999,34.568926958949305,34.81903716700617,34.87004879198503,34.87004879198503,34.9160494589014,35.08479583391454,right,0.20035029097925872,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.08,33,33,0,right,0.156742291059345,None,0,33,33,20,35.13278358394746,,,,,,,,,35.10984137491323,35.13278358394746,35.185853166971356,35.435358249931596,35.53527233400382,35.785101166926324,35.83745733392425,35.83745733392425,35.882857958902605,36.0010989169823,right,0.156742291059345,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.08,34,34,0,right,0.15882137499284,None,0,34,34,21,36.046115208999254,,,,,,,,,36.02451737492811,36.046115208999254,36.113842291990295,36.372800208977424,36.453061708947644,36.70180820894893,36.75184312497731,36.75184312497731,36.79940799996257,36.91801599995233,right,0.15882137499284,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.0,35,35,0,right,0.37375733396038413,None,0,35,35,0,36.963432666962035,,,,,,,,,36.94162024999969,36.963432666962035,37.032303916988894,37.29017691698391,37.370815375004895,37.63518716697581,37.668689791928045,37.668689791928045,37.71608699997887,38.05157520901412,right,0.37375733396038413,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.16,36,36,0,right,0.14948554197326303,None,0,36,36,25,38.10290958394762,,,,,,,,,38.0793073750101,38.10290958394762,38.15857754193712,38.41919554199558,38.50190929195378,38.75198520894628,38.80251029192004,38.80251029192004,38.86650174995884,38.95465074991807,right,0.14948554197326303,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.04,37,37,0,left,0.31092833389993757,None,0,37,37,39,38.99781724996865,,,,,,,,,38.976776958908886,38.99781724996865,39.0653063749196,39.323514083982445,39.40387254196685,39.6686616250081,39.719552416936494,39.719552416936494,39.74935416691005,40.0346981670009,left,0.31092833389993757,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.0,38,38,0,right,0.5345015409402549,None,0,38,38,2,40.0847995840013,,,,,,,,,40.06156529195141,40.0847995840013,40.13745445897803,40.38619287498295,40.48536716692615,40.73559416690841,40.785025083925575,40.785025083925575,40.83282699994743,41.32110558392014,right,0.5345015409402549,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.02,39,39,0,right,0.12882041605189443,None,0,39,39,13,41.37501729198266,,,,,,,,,41.35115004191175,41.37501729198266,41.43215487501584,41.69027537491638,41.78675758396275,42.03574695892166,42.08579545898829,42.08579545898829,42.13268745900132,42.21810779196676,right,0.12882041605189443,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.16,40,40,0,right,0.20776437502354383,None,0,40,40,26,42.26069679192733,,,,,,,,,42.23965716699604,42.26069679192733,42.32736825000029,42.58651512500364,42.668453334015794,42.919006292009726,42.96843820891809,42.96843820891809,43.016157291946,43.18471487495117,right,0.20776437502354383,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.01,41,41,0,left,0.26765345910098404,None,0,41,41,31,43.23115354194306,,,,,,,,,43.208918541902676,43.23115354194306,43.299724541953765,43.557640999904834,43.637881083996035,43.90182708390057,43.93517458392307,43.93517458392307,43.982687833951786,44.2062266250141,left,0.26765345910098404,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.005,42,42,0,left,0.42738137498963624,None,0,42,42,6,44.25542249996215,,,,,,,,,44.23219499993138,44.25542249996215,44.308737791958265,44.56845074996818,44.668800416984595,44.918748874915764,44.96881183399819,44.96881183399819,45.016033999971114,45.40149404190015,left,0.42738137498963624,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.04,43,43,0,right,0.26707412488758564,None,0,43,43,18,45.45391933398787,,,,,,,,,45.429330667015165,45.45391933398787,45.51666274992749,45.77593549992889,45.854915208998136,46.118662041961215,46.15213175001554,46.15213175001554,46.21605370892212,46.42270479199942,right,0.26707412488758564,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.01,44,44,0,right,0.3165164579404518,None,0,44,44,8,46.47001145896502,,,,,,,,,46.44775374990422,46.47001145896502,46.52372012496926,46.785441166954115,46.886143125011586,47.13501991692465,47.18547558400314,47.18547558400314,47.23277779191267,47.50509741692804,right,0.3165164579404518,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.08,45,45,0,right,0.3961985419737175,None,0,45,45,23,47.55522333399858,,,,,,,,,47.531302374904044,47.55522333399858,47.60962795896921,47.86855266697239,47.96979612496216,48.218843999900855,48.26885641692206,48.26885641692206,48.31636549998075,48.668115166947246,right,0.3961985419737175,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.005,46,46,0,right,0.23389654199127108,None,0,46,46,5,48.72295037494041,,,,,,,,,48.696121666929685,48.72295037494041,48.77770208392758,49.037077666958794,49.118562374962494,49.36897549999412,49.419560084003024,49.419560084003024,49.482785833999515,49.65526654198766,right,0.23389654199127108,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,-0.02,47,47,0,left,0.21612062503118068,None,0,47,47,33,49.70159716694616,,,,,,,,,49.67937412497122,49.70159716694616,49.770297250011936,50.035737499943934,50.119633374968544,50.372113833902404,50.403749999939464,50.403749999939464,50.449492166982964,50.621217333944514,left,0.21612062503118068,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.08,48,0,1,right,0.3625042919302359,None,1,0,48,21,50.66816491691861,,,,,,,,,50.646022749948315,50.66816491691861,50.736511625000276,50.98630304192193,51.08597008395009,51.335214374936186,51.38598554197233,51.38598554197233,51.41649354191031,51.75153008394409,right,0.3625042919302359,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.005,49,1,1,right,0.38370245799887925,None,1,1,49,6,51.8036569589749,,,,,,,,,51.77943358395714,51.8036569589749,51.85821658396162,52.11997674999293,52.20345674990676,52.46879045898095,52.50207762490027,52.50207762490027,52.566106874961406,52.88750399998389,right,0.38370245799887925,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1489,0.47,0.02,50,2,1,right,0.1687905000289902,None,1,2,50,14,52.93712812499143,,,,,,,,,52.91439954191446,52.93712812499143,52.99119016691111,53.25275241700001,53.35193825000897,53.60211924999021,53.6520847089123,53.6520847089123,53.69942579197232,53.83401920890901,right,0.1687905000289902,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.005,51,3,1,right,0.19212300004437566,None,1,3,51,5,53.87921541696414,,,,,,,,,53.85751079197507,53.87921541696414,53.94677595898975,54.20412345894147,54.285662499954924,54.535579334013164,54.58523466694169,54.58523466694169,54.63271579192951,54.78482691699173,right,0.19212300004437566,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.0,52,4,1,right,0.40995975001715124,None,1,4,52,3,54.83333724993281,,,,,,,,,54.81207237497438,54.83333724993281,54.89000729192048,55.15243570890743,55.23544308391865,55.485943874926306,55.53519120893907,55.53519120893907,55.58271520899143,55.95164120895788,right,0.40995975001715124,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.01,53,5,1,right,0.5175797080155462,None,1,5,53,31,56.00372224999592,,,,,,,,,55.97968887491152,56.00372224999592,56.058114958927035,56.3185990419006,56.401883249985985,56.652306417003274,56.701784208999015,56.701784208999015,56.7661180839641,57.222736749914475,right,0.5175797080155462,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,0.04,54,6,1,right,0.31717045803088695,None,1,6,54,16,57.27584737492725,,,,,,,,,57.251590791973285,57.27584737492725,57.3314570839284,57.58881699992344,57.67160875000991,57.9355949589517,57.985573292011395,57.985573292011395,58.03278874990065,58.304085916955955,right,0.31717045803088695,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,0.16,55,7,1,right,0.30369816697202623,None,1,7,55,25,58.35147104191128,,,,,,,,,58.32913962495513,58.35147104191128,58.403917749994434,58.66879066696856,58.771973708993755,59.03542924998328,59.06850766693242,59.06850766693242,59.099441792001016,59.38499845890328,right,0.30369816697202623,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.02,56,8,1,left,0.6390493330545723,None,1,8,56,15,59.434777416987345,,,,,,,,,59.41129600000568,59.434777416987345,59.48947899998166,59.75184704200365,59.835175166954286,60.08506345900241,60.13527183397673,60.13527183397673,60.18271520896815,60.785205208929256,left,0.6390493330545723,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,-0.04,57,9,1,left,0.45056533301249146,None,1,9,57,39,60.839290124946274,,,,,,,,,60.815278166905046,60.839290124946274,60.900535749970004,61.15310558397323,61.23540437500924,61.48570791690145,61.53496858396102,61.53496858396102,61.59922229195945,61.98831704200711,left,0.45056533301249146,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
1.0,0.07,-0.01,58,10,1,left,0.24219308304600418,None,1,10,58,28,62.04032579192426,,,,,,,,,62.01651091699023,62.04032579192426,62.09499116695952,62.35361770901363,62.4528882089071,62.705232374952175,62.73707812500652,62.73707812500652,62.799136791960336,62.985115958959796,left,0.24219308304600418,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.16,59,11,1,right,0.3579281660495326,None,1,11,59,27,63.03428045893088,,,,,,,,,63.01197045890149,63.03428045893088,63.091848041978665,63.34132587490603,63.43874449993018,63.70164899993688,63.73547845892608,63.73547845892608,63.782840749947354,64.10162908397615,right,0.3579281660495326,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.1045,0.67,0.01,60,12,1,left,0.6568819159874693,None,1,12,60,11,64.15219370892737,,,,,,,,,64.12911570898723,64.15219370892737,64.20539137499873,64.45428524992894,64.55238112492952,64.80236945895012,64.85229874996003,64.85229874996003,64.89950704190414,65.51828700001352,left,0.6568819159874693,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
0.2593,0.27,-0.08,61,13,1,left,0.27580662502441555,None,1,13,61,41,65.57257333397865,,,,,,,,,65.54807737492956,65.57257333397865,65.62741483398713,65.88652824994642,65.96856245899107,66.21932687493972,66.26902487501502,66.26902487501502,66.33245170896407,66.5514192499686,left,0.27580662502441555,None,demo,001,2025-03-24_17h14.42.856,Bonnen2015_2afc,2024.2.4,None,2025-03-24 17h14.49.320632 -0400,
