contrast,location,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1.0,1,127,15,7,right,0.49650354200275615,None,7,15,127,7,144.68344150000485,,,,144.6777415839897,145.27365858398844,145.7753799589991,right,0.49650354200275615,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,128,0,8,right,0.5443791249999776,None,8,0,128,7,145.78273674999946,,,,145.77733849998913,146.37365162500646,146.92549554200377,right,0.5443791249999776,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,129,1,8,right,0.5823227079818025,None,8,1,129,6,146.93397691700375,,,,146.9272951669991,147.5237013750011,148.1091892090044,right,0.5823227079818025,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,130,2,8,right,0.3545377909904346,None,8,2,130,5,148.1175434589968,,,,148.110952041985,148.7073819169891,149.0756354169862,right,0.3545377909904346,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,131,3,8,left,0.5392410829954315,None,8,3,131,10,149.0848315419862,,,,149.07811762500205,149.67368120898027,150.22641216698685,left,0.5392410829954315,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,132,4,8,left,0.6753295829985291,None,8,4,132,8,150.2344066670048,,,,150.2283412499819,150.8237002090027,151.50886349999928,left,0.6753295829985291,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,133,5,8,right,0.6159959580108989,None,8,5,133,9,151.51762879200396,,,,151.5106369999994,152.10691120900447,152.72530774999177,right,0.6159959580108989,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,134,6,8,right,0.44694845797494054,None,8,6,134,3,152.73276920898934,,,,152.72703574999468,153.32395570899826,153.77568191700266,right,0.44694845797494054,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,135,7,8,left,0.4463353330211248,None,8,7,135,14,153.78427704199567,,,,153.77757554198615,154.37364533398068,154.8259229999967,left,0.4463353330211248,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,136,8,8,left,0.4562910410168115,None,8,8,136,15,154.83420499999193,,,,154.82764333399246,155.42356708398438,155.8925952919817,left,0.4562910410168115,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,137,9,8,right,0.4400847490178421,None,8,9,137,1,155.90028795899707,,,,155.89453445898835,156.50778404198354,156.9589405839797,right,0.4400847490178421,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,138,10,8,left,0.4006148740008939,None,8,10,138,13,156.96691691700835,,,,156.96061666699825,157.55711033398984,157.96310387499398,left,0.4006148740008939,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,139,11,8,right,0.31193487500422634,None,8,11,139,4,157.97332674998324,,,,157.9650915839884,158.56180137500633,158.87635249999585,right,0.31193487500422634,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,140,12,8,left,0.6171281670103781,None,8,12,140,11,158.88397304198588,,,,158.87821616698056,159.47363529200084,160.09594479200314,left,0.6171281670103781,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,141,13,8,right,0.45837974999449216,None,8,13,141,2,160.10691258398583,,,,160.09785716698389,160.69030312498217,161.1585022090003,right,0.45837974999449216,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,142,14,8,left,0.41669287500553764,None,8,14,142,12,161.16439929199987,,,,161.15970091699273,161.7569261250028,162.17602849999093,left,0.41669287500553764,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,143,15,8,right,0.576166207989445,None,8,15,143,0,162.18429583398392,,,,162.17768737499136,162.7735900839907,163.3587902500003,right,0.576166207989445,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,144,0,9,left,0.33249608299229294,None,9,0,144,15,163.3672999170085,,,,163.36063387498143,163.95713195900316,164.2925585419871,left,0.33249608299229294,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,145,1,9,left,0.476318083005026,None,9,1,145,14,164.30049741698895,,,,164.29449995898176,164.8903666670085,165.37589108399698,left,0.476318083005026,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,146,2,9,left,0.47796354099409655,None,9,2,146,13,165.38460929199937,,,,165.37773725000443,165.97373758399044,166.45863449998433,left,0.47796354099409655,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,147,3,9,right,0.33463058300549164,None,9,3,147,5,166.4666686669807,,,,166.46046395899612,167.0568850839918,167.3965939169866,right,0.33463058300549164,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,148,4,9,left,0.5537007079983596,None,9,4,148,8,167.4068702920049,,,,167.3984292499954,167.99486283399165,168.55939562499407,left,0.5537007079983596,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,149,5,9,left,0.4446445829817094,None,9,5,149,10,168.5678990839806,,,,168.56120604198077,169.15699491699343,169.6089517500077,left,0.4446445829817094,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,150,6,9,left,0.40147325000725687,None,9,6,150,12,169.6171538339986,,,,169.61088733398356,170.20695491699735,170.61287595899194,left,0.40147325000725687,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,151,7,9,left,0.740745123999659,None,9,7,151,9,170.6233645839966,,,,170.61486366699683,171.2118259590061,171.9592255000025,left,0.740745123999659,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,152,8,9,right,1.1793830829847138,None,9,8,152,3,171.96777158399345,,,,171.960973749985,172.55603462498402,173.74221829199814,right,1.1793830829847138,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,153,9,9,left,0.4661143750126939,None,9,9,153,1,173.75069654200342,,,,173.74399566699867,174.3402751669928,174.80959170899587,left,0.4661143750126939,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,154,10,9,left,0.465280915988842,None,9,10,154,11,174.8238037499832,,,,174.81132879198412,175.4070725000056,175.87576720898505,left,0.465280915988842,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,155,11,9,right,0.36769737501163036,None,9,11,155,2,175.88400416699005,,,,175.8775538750051,176.47359341700212,176.8465804589796,right,0.36769737501163036,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,156,12,9,right,0.48370241597876884,None,9,12,156,4,176.856788709003,,,,176.84844645898556,177.44459533400368,177.93038079200778,right,0.48370241597876884,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,157,13,9,right,0.4502904159890022,None,9,13,157,7,177.93997424998088,,,,177.93233845898067,178.5280254590034,178.99334045898286,right,0.4502904159890022,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,158,14,9,right,0.3048190409899689,None,9,14,158,6,179.00653491698904,,,,178.99508604200673,179.59038312500343,179.909855083999,right,0.3048190409899689,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,159,15,9,right,0.530377540999325,None,9,15,159,0,179.91766945898416,,,,179.91175933400518,180.50699754199013,181.04266362500493,right,0.530377540999325,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,160,0,10,left,2.0270088329853024,None,10,0,160,0,181.05088670898112,,,,181.04433008399792,181.64027445900138,183.67627562498092,left,2.0270088329853024,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,161,1,10,left,0.4729024170082994,None,10,1,161,1,183.68417666698224,,,,183.67823066699202,184.273512499989,184.7593254169915,left,0.4729024170082994,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,162,2,10,left,0.8592142920242622,None,10,2,162,2,184.76759120900533,,,,184.7609972920036,185.3569239169883,186.22595245900447,left,0.8592142920242622,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,163,3,10,left,0.18535641700145788,None,10,3,163,12,186.2350003339816,,,,186.22771904198453,186.8237217089918,187.0126820000005,left,0.18535641700145788,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,164,4,10,right,0.32575758299208246,None,10,4,164,5,187.0233254999912,,,,187.01458029198693,187.61131495898007,187.94252829198376,right,0.32575758299208246,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,165,5,10,left,0.23471583297941834,None,10,5,165,13,187.94970062500215,,,,187.94419233399094,188.55727920899517,188.81086349999532,left,0.23471583297941834,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,166,6,10,left,0.6459768329805229,None,10,6,166,9,188.82374487500056,,,,188.81294987499132,189.40714179200586,190.05885241698707,left,0.6459768329805229,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,167,7,10,right,0.3720587909920141,None,10,7,167,6,190.0671025000047,,,,190.0606165000063,190.65690012500272,191.04216474998975,right,0.3720587909920141,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,168,8,10,left,0.18775804102187976,None,10,8,168,14,191.0508387919981,,,,191.0439881249913,191.64019595898571,191.8428801249829,left,0.18775804102187976,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,169,9,10,right,0.47981037400313653,None,10,9,169,10,191.8508712920011,,,,191.8448389589903,192.44027179200202,192.9260078340012,right,0.47981037400313653,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,170,10,10,right,0.12122504200669937,None,10,10,170,4,192.9338432920049,,,,192.92795008400572,193.52365208399715,193.6600180839887,right,0.12122504200669937,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,171,11,10,left,0.18891612501465715,None,10,11,171,15,193.66860416700365,,,,193.66179799998645,194.25701379199745,194.45921466700383,left,0.18891612501465715,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,172,12,10,left,0.4839348749956116,None,10,12,172,11,194.46780416698311,,,,194.46102920899284,195.0569262499921,195.54658291698433,left,0.4839348749956116,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,173,13,10,right,0.3274751659773756,None,10,13,173,3,195.55664983400493,,,,195.5486050839827,196.14443604199914,196.4759280839935,right,0.3274751659773756,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,174,14,10,left,0.47946399997454137,None,10,14,174,8,196.48371924998355,,,,196.47785808399203,197.07352266699309,197.55860516699613,left,0.47946399997454137,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,175,15,10,right,0.35783095797523856,None,10,15,175,7,197.56664858400472,,,,197.5602252089884,198.15694241700112,198.52577791700605,right,0.35783095797523856,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,176,0,11,right,0.34821454097982496,None,11,0,176,7,198.53404125000816,,,,198.5277245839825,199.12358487499296,199.47638949999237,right,0.34821454097982496,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,177,1,11,left,0.36303558299550787,None,11,1,177,14,199.490381584008,,,,199.47817804198712,200.07384308398468,200.44259616700583,left,0.36303558299550787,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,178,2,11,right,0.45051304099615663,None,11,2,178,4,200.4512330419966,,,,200.44443583398242,201.04022654198343,201.4960119589814,right,0.45051304099615663,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,179,3,11,left,1.3284792079939507,None,11,3,179,9,201.5069894999906,,,,201.4978347499855,202.0952105000033,203.42593437500182,left,1.3284792079939507,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,180,4,11,left,0.4417218739981763,None,11,4,180,13,203.43419916700805,,,,203.42767720899428,204.0240230000054,204.47615195898106,left,0.4417218739981763,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,181,5,11,left,0.7080163329956122,None,11,5,181,15,204.48455458399258,,,,204.47805241699098,205.0736878339958,205.79192620899994,left,0.7080163329956122,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,182,6,11,left,0.5872730000119191,None,11,6,182,0,205.8003403339826,,,,205.7937992500083,206.39029179199133,206.97934233400156,left,0.5872730000119191,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,183,7,11,right,1.3694697080063634,None,11,7,183,8,206.99039891699795,,,,206.98118962498847,207.57815970899537,208.95975320899743,right,1.3694697080063634,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,184,8,11,left,0.4845329579839017,None,11,8,184,11,208.9683102919953,,,,208.96174050000263,209.55698316698545,210.04650245900848,left,0.4845329579839017,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,185,9,11,left,1.4475538329861593,None,11,9,185,2,210.05628975000582,,,,210.0484239590005,210.6449626669928,212.09660824999446,left,1.4475538329861593,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,186,10,11,right,0.6331687080091797,None,11,10,186,6,212.1067320840084,,,,212.09862624999369,212.69430958398152,213.32917908398667,right,0.6331687080091797,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,187,11,11,left,1.186882665992016,None,11,11,187,1,213.3402732499817,,,,213.33098270898336,213.92353854200337,215.11224620899884,left,1.186882665992016,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,188,12,11,left,0.976364541973453,None,11,12,188,10,215.12341850000666,,,,215.11400616698666,215.72398887499003,216.70917508398998,left,0.976364541973453,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,189,13,11,right,0.4164952489954885,None,11,13,189,5,216.7170483749942,,,,216.71072983398335,217.30685320898192,217.72562287500477,right,0.4164952489954885,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,190,14,11,right,0.47686862500268035,None,11,14,190,3,217.73419145899243,,,,217.7274108339916,218.32357545898412,218.80940358398948,right,0.47686862500268035,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,191,15,11,left,0.45331254100892693,None,11,15,191,12,218.8171585839882,,,,218.8112925000023,219.40697729200474,219.8621327499859,left,0.45331254100892693,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,192,0,12,right,0.3026254999858793,None,12,0,192,5,219.87342445898685,,,,219.86386508398573,220.45689929198124,220.76315408400842,right,0.3026254999858793,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,193,1,12,left,0.48484491600538604,None,12,1,193,15,220.77341724999133,,,,220.7649814169854,221.36143695900682,221.85922470898367,left,0.48484491600538604,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,194,2,12,right,0.7139152500021737,None,12,2,194,7,221.86774958399474,,,,221.86104020898347,222.45737570899655,223.17646258400055,right,0.7139152500021737,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,195,3,12,left,0.660972290992504,None,12,3,195,9,223.1848583339888,,,,223.1781957919884,223.7903517499799,224.4588779170008,left,0.660972290992504,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,196,4,12,right,0.49927283299621195,None,12,4,196,3,224.46737574998406,,,,224.4609135419887,225.0569059170084,225.55910954199499,right,0.49927283299621195,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,197,5,12,left,0.9381687910063192,None,12,5,197,0,225.56738579200464,,,,225.56089599998086,226.1569345839962,227.10941933398135,left,0.9381687910063192,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,198,6,12,right,0.33033862500451505,None,12,6,198,6,227.1179020839918,,,,227.1111508749891,227.706846208981,228.04284254199592,right,0.33033862500451505,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,199,7,12,left,0.42656104199704714,None,12,7,199,13,228.05093558400404,,,,228.04471133399056,228.64024962499388,229.07604966699728,left,0.42656104199704714,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,200,8,12,left,0.39827233299729414,None,12,8,200,14,229.0842544999905,,,,229.07808949999162,229.67379683398758,230.07598108399543,left,0.39827233299729414,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,201,9,12,right,0.6074020409723744,None,12,9,201,4,230.08456612500595,,,,230.07793429199955,230.67363108400605,231.29253591698944,right,0.6074020409723744,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,202,10,12,left,0.670965957979206,None,12,10,202,8,231.30033862500568,,,,231.2943941669946,231.890188749996,232.5758968750015,left,0.670965957979206,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,203,11,12,left,0.4104790829878766,None,12,11,203,11,232.58448987500742,,,,232.57770795898978,233.17363062498043,233.59208912498434,left,0.4104790829878766,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,204,12,12,left,0.7665845830051694,None,12,12,204,10,233.60076016699895,,,,233.59391504200175,234.19032241698005,234.9586902919982,left,0.7665845830051694,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,205,13,12,right,0.4480903740040958,None,12,13,205,2,234.966908375005,,,,234.9604521250003,235.55682083399734,236.00898383400636,right,0.4480903740040958,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,206,14,12,left,0.39095733300200664,None,12,14,206,12,236.01558958398527,,,,236.010947999981,236.60693995899055,237.00900975000695,left,0.39095733300200664,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,207,15,12,left,0.6111542499857023,None,12,15,207,1,237.01750129199354,,,,237.0108515000029,237.60685066698352,238.2256463340018,left,0.6111542499857023,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,208,0,13,right,0.3881982080056332,None,13,0,208,4,238.23466337498394,,,,238.22768491698662,238.8235986669897,239.22576241698698,right,0.3881982080056332,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,209,1,13,right,0.3114679580030497,None,13,1,209,7,239.23431195900775,,,,239.22761095900205,239.82348720898153,240.14264974999242,right,0.3114679580030497,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,210,2,13,left,0.38463379198219627,None,13,2,210,14,240.15142995899078,,,,240.1446291669854,240.74027529198793,241.1293698749796,left,0.38463379198219627,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,211,3,13,left,0.605244499980472,None,13,3,211,0,241.14007945900084,,,,241.1313382500084,241.72764537498006,242.34204258400132,left,0.605244499980472,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,212,4,13,left,0.4371289999980945,None,13,4,212,11,242.35077150000143,,,,242.34387074998813,242.94055749999825,243.37924862498767,left,0.4371289999980945,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,213,5,13,right,0.41255449899472296,None,13,5,213,3,243.39011604199186,,,,243.38135016700835,243.97817245899932,244.39656516700052,right,0.41255449899472296,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,214,6,13,left,0.5212488750112243,None,13,6,214,8,244.4068688339903,,,,244.3983397919801,244.99446266700397,245.5253572090005,left,0.5212488750112243,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,215,7,13,right,0.50810329100932,None,13,7,215,2,245.5328650419833,,,,245.52734304199112,246.1235912090051,246.64212308399146,right,0.50810329100932,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,216,8,13,left,0.2946062920091208,None,13,8,216,13,246.65036183400662,,,,246.64383270899998,247.24017641699174,247.54252233399893,left,0.2946062920091208,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,217,9,13,right,0.4774199159874115,None,13,9,217,10,247.55055695900228,,,,247.54446491698036,248.1402135840035,248.62585716700414,right,0.4774199159874115,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,218,10,13,left,0.863135958003113,None,13,10,218,9,248.63416049999068,,,,248.62767229200108,249.22360458399635,250.0933344590012,left,0.863135958003113,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,219,11,13,left,0.5945023749954998,None,13,11,219,12,250.10169941699132,,,,250.09502408400294,250.69019837499945,251.29254399999627,left,0.5945023749954998,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,220,12,13,right,0.4913825830153655,None,13,12,220,5,251.30137437500525,,,,251.29451645899098,251.89028079199488,252.39251954198699,right,0.4913825830153655,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,221,13,13,right,0.6273554170038551,None,13,13,221,6,252.40096029199776,,,,252.39441437498317,252.99028500000713,253.62516991698067,right,0.6273554170038551,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,222,14,13,left,0.5639229160151444,None,13,14,222,15,253.6334197089891,,,,253.62695124998572,254.2236538750003,254.7920484589995,left,0.5639229160151444,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,1,223,15,13,right,0.6082346670154948,None,13,15,223,1,254.8000931669958,,,,254.79380845898413,255.39030458399793,256.0090922919917,right,0.6082346670154948,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,1,224,0,14,left,0.6085001250030473,None,14,0,224,4,256.0174798340013,,,,256.0108113339811,256.607038083981,257.2266611249943,left,0.6085001250030473,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-09,-1,225,1,14,right,0.7377588740200736,None,14,1,225,9,257.23515379198943,,,,257.22846054198453,257.82358787499834,258.57609049999155,right,0.7377588740200736,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,1,226,2,14,right,0.6837511239864398,None,14,2,226,5,258.5841067919973,,,,258.5780715419969,259.173594708991,259.86322912498144,right,0.6837511239864398,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
