contrast,location,size,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.0001,1,0.1,178,2,11,left,0.31066362489946187,None,11,2,178,1,199.12592595792376,,,,199.12001462490298,199.71674433292355,200.03575229097623,left,0.31066362489946187,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,179,3,11,right,1.8785485819680616,None,11,3,179,6,200.04434304090682,,,,200.03789187490474,200.6328942909604,202.51885958295316,right,1.8785485819680616,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,180,4,11,right,0.1949684580322355,None,11,4,180,10,202.5265457079513,,,,202.52071204094682,203.11638062493876,203.31827533291653,right,0.1949684580322355,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,182,6,11,right,0.049670041,None,11,6,182,4,204.05917391588446,,,,204.0536952499533,204.64967929094564,204.70201408292633,right,0.049670041,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,183,7,11,right,0.26649033301509917,None,11,7,183,3,204.70971279090736,,,,204.70430966594722,205.29980679089203,205.56906208291184,right,0.26649033301509917,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,184,8,11,left,0.5089971660636365,None,11,8,184,2,205.5765361658996,,,,205.57127212488558,206.1663494,206.68541187490337,left,0.5089971660636365,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,185,9,11,left,0.6381573330145329,None,11,9,185,15,206.69425333291292,,,,206.68768749991432,207.2831089159008,207.93506454094313,left,0.6381573330145329,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,186,10,11,right,0.492145,None,11,10,186,7,207.94382966589183,,,,207.93708195793442,208.53309012495447,209.03569954098202,right,0.492145,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,187,11,11,right,1.2610151240369305,None,11,11,187,8,209.0433020829223,,,,209.03776904090773,209.63315512496047,210.90232208289672,right,1.2610151240369305,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,188,12,11,right,0.3274774570018053,None,11,12,188,9,210.91085187497083,,,,210.90453520789742,211.4997622499941,211.83494370791595,right,0.3274774570018053,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,190,14,11,right,0.2902580830268562,None,11,14,190,0,212.86007262498606,,,,212.85475320799742,213.4499455409823,213.75165962497704,right,0.2902580830268562,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,191,15,11,left,0.3521641659317538,None,11,15,191,14,213.75710991595406,,,,213.75322991597932,214.3498533749953,214.7038561248919,left,0.3521641659317538,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,192,0,12,left,0.23752491595223546,None,12,0,192,15,214.7154041659087,,,,214.70498524990398,215.2997669579927,215.5525643749861,left,0.23752491595223546,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,193,1,12,left,0.2563830829458311,None,12,1,193,3,215.56664729095064,,,,215.55449899996165,216.14967129088473,216.4182769159088,left,0.2563830829458311,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,194,2,12,left,0.6679632490267977,None,12,2,194,9,216.4252175829606,,,,216.42057545797434,217.0163786249468,217.68967483297456,left,0.6679632490267977,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,195,3,12,right,0.49292254098691046,None,12,3,195,2,217.6992845829809,,,,217.69194737495854,218.2880951659754,218.78543533291668,right,0.49292254098691046,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,196,4,12,right,0.3931117909960449,None,12,4,196,6,218.7909300409956,,,,218.78732891590334,219.38299729092978,219.7855185829103,right,0.3931117909960449,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,198,6,12,right,0.3784790000645444,None,12,6,198,4,220.6766060409136,,,,220.6711596,221.2664414999308,221.6522959,right,0.3784790000645444,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,199,7,12,right,0.32192183297593147,None,12,7,199,7,221.66086195793469,,,,221.6543627079809,222.24994458293077,222.58574437489733,right,0.32192183297593147,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,200,8,12,right,0.33771424903534353,None,12,8,200,0,222.59358279092703,,,,222.58768891589716,223.18313666596077,223.52300704095978,right,0.33771424903534353,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,202,10,12,left,1.4483386659994721,None,12,10,202,11,224.5243302079616,,,,224.52020658296533,225.11646479088813,226.56819645792712,left,1.4483386659994721,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,203,11,12,left,0.5791635829955339,None,12,11,203,1,226.5764268329367,,,,226.5703672079835,227.16664862493053,227.75167454092298,left,0.5791635829955339,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,204,12,12,left,0.5871318320278078,None,12,12,204,10,227.7574587078998,,,,227.75376270792913,228.34957937488798,228.9505876249168,left,0.5871318320278078,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,205,13,12,left,0.390605291,None,12,13,205,14,228.95616858289577,,,,228.95207508292515,229.53825133293867,229.9349989159964,left,0.390605291,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,206,14,12,left,1.2727010819362476,None,12,14,206,8,229.94292566599324,,,,229.93680804094765,230.53300116595346,231.81903020793106,left,1.2727010819362476,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,207,15,12,left,0.8622467909008265,None,12,15,207,12,231.83342999999877,,,,231.82113349996507,232.41643729095813,233.28512620797846,left,0.8622467909008265,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,208,0,13,left,0.6426917070057243,None,13,0,208,0,233.2932241249364,,,,233.2871045829961,233.88302333292086,234.53473945788573,left,0.6426917070057243,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,210,2,13,left,0.34211287403013557,None,13,2,210,15,235.47620016592555,,,,235.47029483295046,236.06545174994972,236.41904587496538,left,0.34211287403013557,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,211,3,13,right,0.17405062401667237,None,13,3,211,6,236.42758029093966,,,,236.4211686248891,237.01646670792252,237.2022098749876,right,0.17405062401667237,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,212,4,13,right,0.18689741601701826,None,13,4,212,4,237.2094301659381,,,,237.20423941593617,237.8015852079261,238.00161270797253,right,0.18689741601701826,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,213,5,13,right,0.30369599896948785,None,13,5,213,1,238.00954154098872,,,,238.00361187499948,238.59977491595782,238.9060219998937,right,0.30369599896948785,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,214,6,13,right,0.7139356249244884,None,13,6,214,7,238.9160744579276,,,,238.90812470798846,239.50452970794868,240.22299562499393,right,0.7139356249244884,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,215,7,13,left,0.9055355819873512,None,13,7,215,8,240.23270937497728,,,,240.22507466597017,240.8209507499123,241.7356541249901,left,0.9055355819873512,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,216,8,13,left,0.640334916,None,13,8,216,2,241.7430153329624,,,,241.73794966598507,242.33306233293843,242.98421854095068,left,0.640334916,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,217,9,13,right,0.5633326239185408,None,13,9,217,9,242.9894837079337,,,,242.9854884579545,243.58308824989945,244.1514690829208,right,0.5633326239185408,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,218,10,13,right,0.908712208,None,13,10,218,3,244.15924254094716,,,,244.1535535409348,244.74970499996562,245.66816074994858,right,0.908712208,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,220,12,13,left,0.5462784580886364,None,13,12,220,12,246.79225908289663,,,,246.78716587496456,247.3830483329948,247.93568658293225,left,0.5462784580886364,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,221,13,13,left,1.243346165982075,None,13,13,221,11,247.94375199999195,,,,247.93778237490915,248.53304754092824,249.7855325829005,left,1.243346165982075,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,222,14,13,left,0.48254324903246015,None,13,14,222,14,249.79326024989132,,,,249.78754662489519,250.38276974996552,250.86891129089054,left,0.48254324903246015,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,223,15,13,left,0.7368692490272224,None,13,15,223,10,250.87735154095571,,,,250.87074837496039,251.46629691589624,252.20549345796462,left,0.7368692490272224,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,-1,0.1,224,0,14,left,0.37342999898828566,None,14,0,224,15,252.2170562079409,,,,252.20768212492112,252.80415508290753,253.1848839999875,left,0.37342999898828566,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,1,0.1,226,2,14,right,1.271558041102253,None,14,2,226,0,254.14937574998476,,,,254.13455704099033,254.7216838329332,256.0016271659406,right,1.271558041102253,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,227,3,14,right,1.236108958022669,None,14,3,227,6,256.0096594999777,,,,256.00388416589703,256.5999278749805,257.8393342499621,right,1.236108958022669,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,-1,0.1,228,4,14,left,2.109871165943332,None,14,4,228,9,257.84944020793773,,,,257.84127174993046,258.43730816594325,260.5522174159996,left,2.109871165943332,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,1,0.1,229,5,14,left,0.7962439160328358,None,14,5,229,2,260.5598131659208,,,,260.5544507079758,261.1498627909459,261.9520178749226,left,0.7962439160328358,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,1,0.1,230,6,14,left,0.5091886250302196,None,14,6,230,3,261.95839,,,,261.9539086659206,262.54979883297347,263.0680097079603,left,0.5091886250302196,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,232,8,14,left,1.5194056240143254,None,14,8,232,12,265.2272115829401,,,,265.22087812493555,265.8164077079855,267.3390964999562,left,1.5194056240143254,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1,1,0.1,233,9,14,right,0.7516251659253612,None,14,9,233,7,267.34939429094084,,,,267.3408159579849,267.9501462909393,268.70532474992797,right,0.7516251659253612,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,1,0.1,234,10,14,right,0.3199987909756601,None,14,10,234,4,268.71605216595344,,,,268.70741908298805,269.2997617078945,269.62317620799877,right,0.3199987909756601,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.1,-1,0.1,235,11,14,left,1.3314202489564195,None,14,11,235,14,269.63266658294015,,,,269.62592258292716,270.22135212493595,271.5675672,left,1.3314202489564195,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.01,-1,0.1,236,12,14,right,0.7582218740135431,None,14,12,236,11,271.5734412499005,,,,271.56921958294697,272.1665019999491,272.93551245797426,right,0.7582218740135431,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.001,-1,0.1,237,13,14,left,0.22883333207573742,None,14,13,237,10,272.94975291599985,,,,272.9365147909848,273.5500076249009,273.7849753749324,left,0.22883333207573742,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
0.0001,1,0.1,238,14,14,left,0.5536007490009069,None,14,14,238,1,273.7921656658873,,,,273.7869911249727,274.4000124159502,274.9552111,left,0.5536007490009069,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
1e-05,-1,0.1,239,15,14,right,0.5105454160366207,None,14,15,239,8,274.9668020409299,,,,274.9571452079108,275.5541359579656,276.0688054159982,right,0.5105454160366207,None,demo,001,2025-01-28_22h20.20.760,forced_choice,2024.2.4,None,2025-01-28 22h20.25.442427 -0500
