contrast,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,grating.started,grating.stopped,response.started,polygon.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.001,23,2,3,down,0.7925144580076449,None,3,2,23,3,33.026622875011526,,,,33.02206158300396,33.1546270410181,33.641675457998645,33.75929991598241,33.75929991598241,34.559263332979754,down,0.7925144580076449,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,24,3,3,down,1.0176179579575546,None,3,3,24,0,34.57090454100398,,,,34.55994254100369,34.737708874978125,35.226682832988445,35.32206450001104,35.32206450001104,36.35923316597473,down,1.0176179579575546,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,25,4,3,up,0.613892332999967,None,3,4,25,6,36.37088775000302,,,,36.3599825000274,36.491687958012335,36.98713345802389,37.10879458300769,37.10879458300769,37.726906207972206,up,0.613892332999967,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,26,5,3,up,0.6868331249570474,None,3,5,26,5,37.73731320799561,,,,37.727464040974155,37.85953766602324,38.35832787497202,38.47082379099447,38.47082379099447,39.17246187501587,up,0.6868331249570474,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,27,6,3,up,0.33917374996235594,None,3,6,27,4,39.17947625002125,,,,39.1739207499777,39.32117283297703,39.82127545797266,39.92147975001717,39.92147975001717,40.271470041014254,up,0.33917374996235594,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,28,0,4,up,0.5756536250119098,None,4,0,28,3,40.277421750011854,,,,40.272056540998165,40.42115833301796,40.90621512499638,41.00909941602731,41.00909941602731,41.59208116598893,up,0.5756536250119098,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,29,1,4,up,0.3969500410021283,None,4,1,29,5,41.599773375026416,,,,41.59384379099356,41.72120308299782,42.208878291014116,42.35475033300463,42.35475033300463,42.756495249981526,up,0.3969500410021283,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,30,2,4,up,0.5158102920395322,None,4,2,30,4,42.763948249979876,,,,42.758039041014854,42.877041916013695,43.37693666602718,43.504744999983814,43.504744999983814,44.023527375014964,up,0.5158102920395322,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,31,3,4,up,0.4690762500395067,None,4,3,31,2,44.031411416013725,,,,44.02503966598306,44.126838458003476,44.624994957994204,44.77145741600543,44.77145741600543,45.24580049997894,up,0.4690762500395067,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,32,4,4,up,0.6507815410150215,None,4,4,32,6,45.253736832994036,,,,45.24694341601571,45.42095454101218,45.91059441602556,45.99477804097114,45.99477804097114,46.65630433300976,up,0.6507815410150215,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,33,5,4,up,2.2494566250243224,None,4,5,33,0,46.6640199579997,,,,46.65783108299365,46.82673387497198,47.32515229098499,47.40397591597866,47.40397591597866,49.656497874995694,up,2.2494566250243224,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,34,6,4,down,0.41565808397717774,None,4,6,34,1,49.66475270799128,,,,49.657852832984645,49.77049516601255,50.26081712497398,50.40473687497433,50.40473687497433,50.82231362501625,down,0.41565808397717774,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,35,0,5,up,0.40852916694711894,None,5,0,35,5,50.82803341600811,,,,50.82291416602675,50.92428249999648,51.420678165974095,51.55895354098175,51.55895354098175,51.975865665997844,up,0.40852916694711894,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,36,1,5,up,0.5494804580230266,None,5,1,36,6,51.98754512501182,,,,51.9766604580218,52.07402204099344,52.570594165998045,52.737877124978695,52.737877124978695,53.29152254102519,up,0.5494804580230266,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,37,2,5,up,0.3076060840394348,None,5,2,37,4,53.29866420797771,,,,53.292728499975055,53.459957458020654,53.95861216599587,54.037717290979344,54.037717290979344,54.35477004101267,up,0.3076060840394348,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,38,3,5,up,0.5441675420152023,None,5,3,38,2,54.36039770802017,,,,54.3554395409883,54.488202665990684,54.973243582993746,55.09314650000306,55.09314650000306,55.639609750011005,up,0.5441675420152023,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,39,4,5,down,0.7551475000218488,None,5,4,39,0,55.648284125025384,,,,55.64124654099578,55.754513832973316,56.24160320800729,56.392240083019715,56.392240083019715,57.15637312497711,down,0.7551475000218488,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,40,5,5,down,0.5177857499802485,None,5,5,40,1,57.16455741599202,,,,57.158024707983714,57.30440879100934,57.79183175001526,57.90440875000786,57.90440875000786,58.426885541004594,down,0.5177857499802485,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,41,6,5,down,0.8030773749924265,None,5,6,41,3,58.43719429097837,,,,58.42782837501727,58.55463220801903,59.04186541598756,59.172084207995795,59.172084207995795,59.9772687079967,down,0.8030773749924265,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,42,0,6,up,0.8943152499850839,None,6,0,42,3,59.987293165992014,,,,59.97814458300127,60.15750683302758,60.662179332983214,60.720972915994935,60.720972915994935,61.623408665996976,up,0.8943152499850839,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,43,1,6,up,0.45731425000121817,None,6,1,43,5,61.632393207983114,,,,61.625069250003435,61.72684512502747,62.22681575000752,62.370863208023366,62.370863208023366,62.839727249986026,up,0.45731425000121817,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,44,2,6,up,0.1826240419759415,None,6,2,44,6,62.846205416019075,,,,62.84112787502818,62.96001062501455,63.46011370798806,63.58747841598233,63.58747841598233,63.771527000004426,up,0.1826240419759415,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,45,3,6,down,0.5349098750157282,None,6,3,45,2,63.77737804100616,,,,63.7721068750252,63.93741554097505,64.42543816601392,64.50921450002352,64.50921450002352,65.05622399999993,down,0.5349098750157282,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,46,4,6,down,0.6657527090283111,None,6,4,46,0,65.06432983302511,,,,65.05776566598797,65.17682716599666,65.6776848330046,65.80429779097904,65.80429779097904,66.472790291009,down,0.6657527090283111,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,47,5,6,up,0.25401462498120964,None,6,5,47,4,66.48045625002123,,,,66.47444224997889,66.61304575001122,67.11033962498186,67.221066374972,67.221066374972,67.47790158301359,up,0.25401462498120964,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,48,6,6,down,0.6229007500223815,None,6,6,48,1,67.48725841601845,,,,67.47868029098026,67.60961400001543,68.121232333011,68.22121195797808,68.22121195797808,68.8557722910191,down,0.6229007500223815,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,49,0,7,down,0.7694243750302121,None,7,0,49,0,68.86164974997519,,,,68.85635766602354,68.97743575001368,69.4757873750059,69.60452200000873,69.60452200000873,70.39264479099074,down,0.7694243750302121,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,50,1,7,down,0.48161066602915525,None,7,1,50,3,70.39943370799301,,,,70.39390895800898,70.52155766601209,71.00950674997875,71.13729129097192,71.13729129097192,71.62158625002485,down,0.48161066602915525,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,51,2,7,up,0.3737645829678513,None,7,2,51,4,71.62734474998433,,,,71.62226204102626,71.7576531660161,72.2571939160116,72.35720049997326,72.35720049997326,72.73809900000924,up,0.3737645829678513,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,52,3,7,up,0.4027041250374168,None,7,3,52,6,72.74347466602921,,,,72.73868700000457,72.88835829100572,73.37702954100678,73.47527129098307,73.47527129098307,73.89080925000599,up,0.4027041250374168,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,53,4,7,up,0.5069204169558361,None,7,4,53,5,73.90412766602822,,,,73.89215000002878,74.02090875001159,74.50620991602773,74.63796241598902,74.63796241598902,75.15839941601735,up,0.5069204169558361,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,54,5,7,down,0.473654167028144,None,7,5,54,1,75.16558187501505,,,,75.15961587498896,75.25979674997507,75.75973579101264,75.90418379101902,75.90418379101902,76.38964025001042,down,0.473654167028144,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,55,6,7,up,0.3663328330148943,None,7,6,55,2,76.39592350000748,,,,76.39067574997898,76.50419112498639,76.99016070802463,77.13744883297477,77.13744883297477,77.50484791601775,up,0.3663328330148943,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,56,0,8,down,0.40696620795642957,None,8,0,56,1,77.51050345797557,,,,77.50544262502808,77.60960158298258,78.10833166597877,78.25388754101004,78.25388754101004,78.67303395800991,down,0.40696620795642957,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,57,1,8,up,0.48452820896636695,None,8,1,57,0,78.67926125001395,,,,78.67415729101049,78.82211954100057,79.32090670801699,79.42121875000885,79.42121875000885,79.90976554097142,up,0.48452820896636695,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,58,2,8,down,0.37645666603930295,None,8,2,58,3,79.92064908298198,,,,79.91048958298052,80.05537449999247,80.54507383302553,80.67118674999801,80.67118674999801,81.05625695799245,down,0.37645666603930295,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,59,3,8,up,0.6276231660158373,None,8,3,59,5,81.06270012498135,,,,81.05739945801906,81.17115058301715,81.65931050002109,81.80416412500199,81.80416412500199,82.43953416601289,up,0.6276231660158373,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,60,4,8,up,0.6952561250072904,None,8,4,60,6,82.44686258299043,,,,82.44114691601135,82.57620012498228,83.0707923329901,83.18751279101707,83.18751279101707,83.89208233298268,up,0.6952561250072904,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,61,5,8,down,0.28660345799289644,None,8,5,61,2,83.8988822909887,,,,83.89310020802077,84.03796491597313,84.52464691601926,84.63795808301074,84.63795808301074,84.92639187502209,down,0.28660345799289644,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,62,6,8,up,0.38271733303554356,None,8,6,62,4,84.93718033301411,,,,84.927126375027,85.07183945801808,85.55853970802855,85.68785833299626,85.68785833299626,86.07455241598655,up,0.38271733303554356,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,63,0,9,up,0.491847165976651,None,9,0,63,3,86.08160912501626,,,,86.0757329579792,86.2266779160127,86.72052637499291,86.82084945798852,86.82084945798852,87.32331558299484,up,0.491847165976651,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,64,1,9,up,0.23768933297833428,None,9,1,64,4,87.33757570799207,,,,87.32401687500533,87.48720299999695,87.97524820797844,88.07080995797878,88.07080995797878,88.32246062497143,up,0.23768933297833428,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,65,2,9,up,0.3412170000374317,None,9,2,65,6,88.32850866601802,,,,88.32391687500058,88.42394770798273,88.92365295800846,89.07049570797244,89.07049570797244,89.42375520797214,up,0.3412170000374317,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,66,3,9,down,0.5005467089940794,None,9,3,66,0,89.43104095797753,,,,89.42519316601101,89.5373572499957,90.02475874999072,90.1709197909804,90.1709197909804,90.67412508302368,down,0.5005467089940794,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,67,4,9,up,0.7315938750398345,None,9,4,67,1,90.68728708301205,,,,90.6748697910225,90.77643475000514,91.28885666601127,91.4208553750068,91.4208553750068,92.15761220798595,up,0.7315938750398345,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,68,5,9,down,0.4891114170313813,None,9,5,68,2,92.17085824999958,,,,92.15902004099917,92.26213275000919,92.75698337500216,92.90430404100334,92.90430404100334,93.4067439159844,down,0.4891114170313813,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,69,6,9,up,0.2509200840140693,None,9,6,69,5,93.41344462498091,,,,93.40811399999075,93.54351375001715,94.04130737500964,94.15944974997547,94.15944974997547,94.42364133300725,up,0.2509200840140693,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,70,0,10,up,0.2662710840231739,None,10,0,70,4,94.42957970802672,,,,94.424614166026,94.52788612502627,95.02707862498937,95.17104883299908,95.17104883299908,95.43941045802785,up,0.2662710840231739,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0001,71,1,10,up,0.5977942919707857,None,10,1,71,2,95.44852500001434,,,,95.44109699997352,95.56003720802255,96.05779966601403,96.1875058329897,96.1875058329897,96.79064254101831,up,0.5977942919707857,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.9,72,2,10,up,0.24114529200596735,None,10,2,72,6,96.79586816602387,,,,96.79132791602751,96.9281324580079,97.42379712499678,97.54024416598259,97.54024416598259,97.7910937499837,up,0.24114529200596735,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,73,3,10,down,0.45065345900366083,None,10,3,73,1,97.79918712499784,,,,97.7925409579766,97.90417437499855,98.39313204097562,98.53854870802024,98.53854870802024,98.99134524998954,down,0.45065345900366083,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.1,74,4,10,up,0.2310352919739671,None,10,4,74,5,99.00396758300485,,,,98.99198429100215,99.12051337497542,99.6061655000085,99.73723741597496,99.73723741597496,99.97298608301207,up,0.2310352919739671,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,75,5,10,down,0.5018235839670524,None,10,5,75,0,99.98746466601733,,,,99.97434683301253,100.13720154098701,100.6274982910254,100.72045337501913,100.72045337501913,101.2281308749807,down,0.5018235839670524,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,76,6,10,up,0.5984947910183109,None,10,6,76,3,101.23717824998312,,,,101.22956887498731,101.38774779101368,101.88800195802469,101.98770287499065,101.98770287499065,102.58899883297272,up,0.5984947910183109,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.01,77,0,11,up,0.388587000023108,None,11,0,77,4,102.59485912497621,,,,102.58970162499463,102.72426733298926,103.22680129099172,103.33753687498393,103.33753687498393,103.74010649998672,up,0.388587000023108,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.0,78,1,11,down,0.3844950419734232,None,11,1,78,0,103.75418708298821,,,,103.74151991598774,103.8767534160288,104.38792095798999,104.48760087502887,104.48760087502887,104.87632558302721,down,0.3844950419734232,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
1e-05,79,2,11,up,0.5624290410196409,None,11,2,79,1,104.88720279099653,,,,104.87695066601736,105.00395674997708,105.49207129102433,105.62080299999798,105.62080299999798,106.18895879102638,up,0.5624290410196409,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
0.001,80,3,11,up,0.8074521250091493,None,11,3,80,3,106.19459916598862,,,,106.18952700000955,106.30391912499908,106.79286854097154,106.92377975001,106.92377975001,107.73815804102924,up,0.8074521250091493,None,demo,001,2025-01-16_21h16.39.043,method_of_constant_stimuli,2024.2.4,None,2025-01-16 21h16.45.421908 -0500,
