thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06924104201607406,0.08313391701085493,1.0061824170406908,049319,001,2025-02-25_00h26.26.260,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h26.30.831100 -0500,
