thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07132916699629277,0.0853143340209499,5.00065441703191,894057,001,2025-02-25_00h45.42.201,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h45.47.122099 -0500,
