thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07238412502920255,0.08686320803826675,5.0109393750317395,275800,001,2025-02-25_10h25.00.029,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h25.04.886398 -0500,
