thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0650838750298135,0.07703625003341585,5.002112917019986,341197,001,2025-02-25_10h29.31.565,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h29.36.027206 -0500,
