thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07325041596777737,0.08708591596223414,5.00404550001258,271163,001,2025-02-25_00h42.34.576,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h42.39.527840 -0500,
