thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0710812920005992,0.08486275002360344,5.009112209023442,040868,001,2025-02-25_00h42.49.379,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h42.54.354432 -0500,
