3.8526 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.8538 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
4.0054 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8c71b2a7c0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8c71b2a6d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8c71e02700>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.0055 	EXP 	window1: backgroundImage = ''
4.0055 	EXP 	window1: backgroundFit = 'none'
4.0136 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0154 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0163 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0175 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
