thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06802399997832254,0.08057237497996539,5.004649667011108,771210,001,2025-02-25_10h28.21.738,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h28.25.929331 -0500,
