thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06961658300133422,0.08320841594832018,1.0011432499741204,646592,001,2025-02-25_00h41.58.701,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h42.03.534137 -0500,
