thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07307270797900856,0.0869413330219686,5.004756624985021,301574,001,2025-02-25_10h26.02.747,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h26.07.195208 -0500,
