thisRow.t,notes,trial.started,dot_1_r.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.042623624962288886,0.04575691698119044,1.010268374986481,905034,001,2025-02-25_00h04.50.740,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h04.55.905513 -0500,
