thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06999350001569837,0.0836340410169214,1.001521666010376,279510,001,2025-02-25_00h41.44.391,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h41.49.283192 -0500,
