thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04090949997771531,0.049029791029170156,1.0103495410294272,201399,001,2025-02-25_00h09.34.637,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h09.39.022346 -0500,
