thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.08152312500169501,0.09671537502435967,5.0114221250405535,718776,001,2025-02-25_00h45.13.049,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h45.17.840031 -0500,
