thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06397220800863579,0.07751479197759181,5.004061707993969,474807,001,2025-02-25_10h30.06.599,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h30.11.411704 -0500,
