thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06326154200360179,0.07493345899274573,5.001238375029061,223068,001,2025-02-25_10h30.47.113,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h30.57.046971 -0500,
