thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07037641701754183,0.08406254200963303,1.0119139999733306,510282,001,2025-02-25_00h39.40.213,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h39.44.587256 -0500,
