thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04193708300590515,0.0450124170165509,1.0122157080331817,132527,001,2025-02-25_00h05.43.846,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h05.48.786933 -0500,
