thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07072154094930738,0.08443516597617418,1.0105791249661706,977833,001,2025-02-25_00h40.25.804,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 00h40.30.321445 -0500,
