thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0666900830110535,0.07887566700810567,5.008115042001009,523037,001,2025-02-25_10h29.00.621,3d-motion-direction-estimation,2024.2.4,None,2025-02-25 10h29.05.488052 -0500,
