11.3946 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
11.5594 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fce80682820>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fce80682700>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fce71fa22b0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3024, 1964]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.5595 	EXP 	window1: backgroundImage = ''
11.5595 	EXP 	window1: backgroundFit = 'none'
11.6023 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.6024 	EXP 	window1: recordFrameIntervals = False
11.7197 	EXP 	window1: recordFrameIntervals = True
12.5537 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.7774 	INFO 	keyboard.Keyboard is using iohub backend.
14.7774 	INFO 	keyboard.Keyboard is using iohub backend.
14.7774 	INFO 	keyboard.Keyboard is using iohub backend.
14.7775 	EXP 	2d-motion-direction-discrimination: status = STARTED
14.8177 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.8211 	EXP 	Created dots = DotStim(__class__=<class 'psychopy.visual.dot.DotStim'>, autoLog=True, coherence=1.0, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, dir=90.0, dotLife=100.0, dotSize=4.0, element=None, fieldAnchor=UNKNOWN, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([0.25, 0.25]), nDots=50, name='dots', noiseDots='direction', opacity=1, rgb=UNKNOWN, signalDots='same', speed=0.002, units='height', win=Window(...))
14.8217 	EXP 	Created dots_test = DotStim(__class__=<class 'psychopy.visual.dot.DotStim'>, autoLog=True, coherence=1.0, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, dir=1.0, dotLife=100.0, dotSize=4.0, element=None, fieldAnchor=UNKNOWN, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([0.2, 0.2]), nDots=50, name='dots_test', noiseDots='direction', opacity=1, rgb=UNKNOWN, signalDots='same', speed=0.002, units='height', win=Window(...))
14.8234 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1.        ,  0.00392157, -1.        ]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
0.0122 	INFO 	Keyboard events cleared
0.0120 	EXP 	text: autoDraw = True
1.3594 	EXP 	Imported staircase_parameters.xlsx as conditions, 4 conditions, 10 params
1.4539 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (1).
1.4542 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (1).
1.4585 	DATA 	Keypress: space
1.4607 	WARNING 	t of last frame was 227.30ms (=1/4)
1.4607 	EXP 	text: autoDraw = False
1.4607 	EXP 	dots_test: dir = 75.0
1.4607 	EXP 	dots: autoDraw = True
1.9502 	EXP 	dots: autoDraw = False
2.0469 	EXP 	dots_test: autoDraw = True
2.5361 	EXP 	dots_test: autoDraw = False
2.5472 	INFO 	Keyboard events cleared
2.5469 	EXP 	text_2: autoDraw = True
3.1736 	DATA 	Keypress: right
3.1762 	WARNING 	t of last frame was 29.23ms (=1/34)
3.1762 	EXP 	dots: autoDraw = False
3.1762 	EXP 	dots_test: autoDraw = False
3.1762 	EXP 	text_2: autoDraw = False
3.1762 	EXP 	dots_test: dir = 80.0
3.1762 	EXP 	dots: autoDraw = True
3.6657 	EXP 	dots: autoDraw = False
3.9366 	EXP 	dots_test: autoDraw = True
4.4487 	INFO 	Keyboard events cleared
4.4483 	EXP 	dots_test: autoDraw = False
4.4483 	EXP 	text_2: autoDraw = True
4.8763 	DATA 	Keypress: right
4.8792 	EXP 	dots: autoDraw = False
4.8792 	EXP 	dots_test: autoDraw = False
4.8792 	EXP 	text_2: autoDraw = False
4.8792 	EXP 	dots_test: dir = 100.0
4.8792 	EXP 	dots: autoDraw = True
5.3658 	EXP 	dots: autoDraw = False
5.6640 	EXP 	dots_test: autoDraw = True
6.1514 	EXP 	dots_test: autoDraw = False
6.1646 	INFO 	Keyboard events cleared
6.1644 	EXP 	text_2: autoDraw = True
6.5852 	DATA 	Keypress: left
6.5883 	EXP 	dots: autoDraw = False
6.5883 	EXP 	dots_test: autoDraw = False
6.5883 	EXP 	text_2: autoDraw = False
6.5883 	EXP 	dots_test: dir = 105.0
6.5883 	EXP 	dots: autoDraw = True
7.0826 	EXP 	dots: autoDraw = False
7.3813 	EXP 	dots_test: autoDraw = True
7.8818 	INFO 	Keyboard events cleared
7.8811 	EXP 	dots_test: autoDraw = False
7.8811 	EXP 	text_2: autoDraw = True
8.3349 	DATA 	Keypress: left
8.3378 	EXP 	dots: autoDraw = False
8.3378 	EXP 	dots_test: autoDraw = False
8.3378 	EXP 	text_2: autoDraw = False
8.3378 	EXP 	dots_test: dir = 75.0
8.3378 	EXP 	dots: autoDraw = True
8.8334 	EXP 	dots: autoDraw = False
9.1303 	EXP 	dots_test: autoDraw = True
9.6167 	EXP 	dots_test: autoDraw = False
9.6306 	INFO 	Keyboard events cleared
9.6303 	EXP 	text_2: autoDraw = True
10.0913 	DATA 	Keypress: right
10.0970 	EXP 	dots: autoDraw = False
10.0970 	EXP 	dots_test: autoDraw = False
10.0970 	EXP 	text_2: autoDraw = False
10.0970 	EXP 	dots_test: dir = 105.0
10.0970 	EXP 	dots: autoDraw = True
10.5986 	EXP 	dots: autoDraw = False
10.8984 	EXP 	dots_test: autoDraw = True
11.3988 	INFO 	Keyboard events cleared
11.3984 	EXP 	dots_test: autoDraw = False
