contrast,location,size,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.006950999959371984,1.8971661659888923,,,,,,,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.2,0,0,0,left,0.6113374580163509,None,0,0,0,21,1.909531707991846,,,,1.9036307909991592,2.5076001660199836,3.1261665410129353,left,0.6113374580163509,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.2,1,1,0,left,0.47288362495601177,None,0,1,1,19,3.1342865409096703,,,,3.1279337909072638,3.7239241249626502,4.208712124964222,left,0.47288362495601177,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.4,2,2,0,left,0.3896062499843538,None,0,2,2,7,4.222076207981445,,,,4.210278832935728,4.807213332969695,5.2088778329780325,left,0.3896062499843538,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,1,0.05,3,3,0,right,0.33442912506870925,None,0,3,3,36,5.21741216594819,,,,5.210739166010171,5.807345749926753,6.146086999913678,right,0.33442912506870925,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,-1,0.1,4,4,0,left,0.36511012504342943,None,0,4,4,30,6.157084665959701,,,,6.1480682080145925,6.744617749936879,7.11072366591543,left,0.36511012504342943,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,-1,0.4,5,5,0,left,0.3775648749433458,None,0,5,5,11,7.123541833017953,,,,7.112027416005731,7.707254624925554,8.092842915910296,left,0.3775648749433458,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,1,0.025,6,6,0,left,0.42932487500365824,None,0,6,6,51,8.101606208016165,,,,8.094704415998422,8.690495582995936,9.125452540931292,left,0.42932487500365824,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.1,7,7,0,left,0.4158788750646636,None,0,7,7,34,9.13400791597087,,,,9.127241750014946,9.72379550000187,10.142801665933803,left,0.4158788750646636,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,-1,0.4,8,8,0,right,0.3171523750061169,None,0,8,8,6,10.15140045795124,,,,10.144912375020795,10.74045899999328,11.064343665959314,right,0.3171523750061169,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.025,9,9,0,left,0.3856926669832319,None,0,9,9,49,11.073091040947475,,,,11.066253790981136,11.660906457924284,12.058954915963113,left,0.3856926669832319,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,-1,0.025,10,10,0,right,0.5416528331115842,None,0,10,10,54,12.067870541010052,,,,12.061167374951765,12.657035290962085,13.20918120793067,right,0.5416528331115842,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,1,0.1,11,11,0,right,0.30016466591041535,None,0,11,11,28,13.217875291011296,,,,13.211373999947682,13.807298499974422,14.113347957958467,right,0.30016466591041535,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,1,0.025,12,12,0,left,0.36328883294481784,None,0,12,12,52,14.1238464579219,,,,14.11532958294265,14.711256957962178,15.079956125002354,left,0.36328883294481784,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.025,13,13,0,right,0.48220212501473725,None,0,13,13,55,15.090448083006777,,,,15.08186133299023,15.678329124930315,16.16303854098078,right,0.48220212501473725,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.2,14,14,0,left,0.4113531250040978,None,0,14,14,22,16.1738197079394,,,,16.165146790910512,16.761197665939108,17.176092499983497,left,0.4113531250040978,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,1,0.4,15,15,0,right,0.5020663749892265,None,0,15,15,0,17.184468082967214,,,,17.177854000008665,17.773767499951646,18.279186374973506,right,0.5020663749892265,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,1,0.4,16,16,0,right,0.341422958066687,None,0,16,16,2,18.29033058299683,,,,18.281174832955003,18.878045332967304,19.22543212492019,right,0.341422958066687,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.05,17,17,0,right,0.39248329191468656,None,0,17,17,41,19.234166290960275,,,,19.227524665999226,19.824055665987544,20.22548820800148,right,0.39248329191468656,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.05,18,18,0,left,0.36893816699739546,None,0,18,18,46,20.233790999976918,,,,20.227468832978047,20.823621874907985,21.196107874973677,left,0.36893816699739546,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,1,0.05,19,19,0,right,0.2597290830453858,None,0,19,19,40,21.206951790954918,,,,21.197544374968857,21.79479808290489,22.059229583013803,right,0.2597290830453858,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,-1,0.025,20,20,0,left,0.2479687500745058,None,0,20,20,59,22.067795665934682,,,,22.061013208003715,22.657353374990635,22.909075125004165,left,0.2479687500745058,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.05,21,21,0,left,0.4372165409149602,None,0,21,21,45,22.917779040988535,,,,22.91156349994708,23.507083041011356,23.945806249976158,left,0.4372165409149602,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,1,0.1,22,22,0,right,0.48726441606413573,None,0,22,22,26,23.957139916019514,,,,23.94787475001067,24.545197665924206,25.042961124912836,right,0.48726441606413573,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,-1,0.05,23,23,0,left,0.3536455419380218,None,0,23,23,47,25.05182862491347,,,,25.04504304099828,25.639620915986598,25.996572165982798,left,0.3536455419380218,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.2,24,24,0,right,0.3637936250306666,None,0,24,24,17,26.00696229096502,,,,25.99849316594191,26.59455249994062,26.962915082927793,right,0.3637936250306666,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,1,0.2,25,25,0,right,0.48270091705489904,None,0,25,25,16,26.973397707915865,,,,26.964937333017588,27.561518291011453,28.05790099990554,right,0.48270091705489904,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.4,26,26,0,left,0.22401191596873105,None,0,26,26,10,28.06327629100997,,,,28.058898249990307,28.645374624989927,28.876175832934678,left,0.22401191596873105,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.025,27,27,0,right,0.2843607079703361,None,0,27,27,56,28.88572941592429,,,,28.878292624955066,29.473810707917437,29.76246145798359,right,0.2843607079703361,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,-1,0.2,28,28,0,left,0.35621362493839115,None,0,28,28,23,29.77374291594606,,,,29.76451058301609,30.356976540992036,30.729434415930882,left,0.35621362493839115,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.1,29,29,0,right,0.783904124982655,None,0,29,29,25,30.74063595791813,,,,30.731271166005172,31.328237875015475,32.12626458297018,right,0.783904124982655,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,1,0.1,30,30,0,right,0.9362935840617865,None,0,30,30,24,32.13492866593879,,,,32.12808270798996,32.72382379102055,33.662812707945704,right,0.9362935840617865,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,1,0.1,31,31,0,right,0.24509141698945314,None,0,31,31,27,33.67378983297385,,,,33.664827332948335,34.26108641596511,34.50953841593582,right,0.24509141698945314,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.1,32,32,0,left,0.48324733308982104,None,0,32,32,32,34.51828574994579,,,,34.51151904091239,35.11180945800152,35.60979212494567,left,0.48324733308982104,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,-1,0.2,33,33,0,left,0.6368355839513242,None,0,33,33,18,35.61835016601253,,,,35.61168099998031,36.20718412497081,36.8458352079615,left,0.6368355839513242,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.025,34,34,0,left,0.846502959029749,None,0,34,34,57,36.857274499954656,,,,36.84797129093204,37.44051899993792,38.29289799998514,left,0.846502959029749,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.2,35,35,0,right,0.33446733304299414,None,0,35,35,13,38.30246587493457,,,,38.29503516596742,38.890515625011176,39.22998008294962,right,0.33446733304299414,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.1,36,36,0,left,0.412787584005855,None,0,36,36,33,39.240303625003435,,,,39.23200116597582,39.8281630409183,40.24583016592078,left,0.412787584005855,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,1,0.025,37,37,0,right,0.3833014580886811,None,0,37,37,50,40.25716741592623,,,,40.24773141602054,40.84463320800569,41.230627915938385,right,0.3833014580886811,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,1,0.025,38,38,0,left,0.46591870905831456,None,0,38,38,48,41.240233374992386,,,,41.232491499977186,41.82803716592025,42.30948579101823,left,0.46591870905831456,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.4,39,39,0,left,0.3378189579816535,None,0,39,39,8,42.3238966249628,,,,42.31151799997315,42.90710145793855,43.24821150000207,left,0.3378189579816535,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.2,40,40,0,left,0.3653194169746712,None,0,40,40,20,43.25631245796103,,,,43.249923749943264,43.85758466599509,44.22575541597325,left,0.3653194169746712,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.1,41,41,0,right,0.340800957987085,None,0,41,41,29,44.23399895790499,,,,44.228197415941395,44.82401545799803,45.17619049991481,right,0.340800957987085,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,1,0.05,42,42,0,right,0.5809943339554593,None,0,42,42,38,45.185197999933735,,,,45.178382415906526,45.773848332930356,46.35932533291634,right,0.5809943339554593,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.4,43,43,0,right,0.47566233295947313,None,0,43,43,1,46.36808799998835,,,,46.36133108299691,46.95721654093359,47.442975624930114,right,0.47566233295947313,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.4,44,44,0,right,0.3631160829681903,None,0,44,44,5,47.45175579097122,,,,47.44497424992733,48.0407377500087,48.40958008298185,right,0.3631160829681903,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.05,45,45,0,right,0.4306453330209479,None,0,45,45,44,48.41783175000455,,,,48.41146754100919,49.00712854100857,49.44233449990861,right,0.4306453330209479,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,1,0.4,46,46,0,right,0.34061187505722046,None,0,46,46,3,49.450986000010744,,,,49.44434479100164,50.04010958294384,50.39282737497706,right,0.34061187505722046,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.025,47,47,0,right,0.44918875000439584,None,0,47,47,53,50.40172970795538,,,,50.3948229579255,50.99054166593123,51.44293233298231,right,0.44918875000439584,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.1,48,48,0,right,0.4482847499893978,None,0,48,48,31,51.45161729096435,,,,51.444964041002095,52.04037779092323,52.492771541001275,right,0.4482847499893978,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.05,49,49,0,right,0.39820141601376235,None,0,49,49,43,52.50237608293537,,,,52.494876499986276,53.090452249976806,53.49280195799656,right,0.39820141601376235,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,1,0.4,50,50,0,right,0.3517216669861227,None,0,50,50,4,53.50149199995212,,,,53.4948045409983,54.089956625015475,54.446732249925844,right,0.3517216669861227,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.05,51,51,0,right,0.38831004104577005,None,0,51,51,37,54.45710820797831,,,,54.448510457994416,55.04432662494946,55.442455915967,right,0.38831004104577005,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.4,52,52,0,left,0.2635864580515772,None,0,52,52,9,55.451436750008725,,,,55.444643749971874,56.04012987494934,56.309524665935896,left,0.2635864580515772,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,-1,0.1,53,53,0,left,0.3484169590519741,None,0,53,53,35,56.31771862495225,,,,56.311381291016005,56.90717437490821,57.25984708301257,left,0.3484169590519741,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,1,0.05,54,54,0,right,0.2956342500401661,None,0,54,54,39,57.268367624958046,,,,57.26181904098485,57.857075374922715,58.159530416014604,right,0.2956342500401661,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,1,0.2,55,55,0,right,0.46229375002440065,None,0,55,55,14,58.16815745795611,,,,58.16133454092778,58.75722204090562,59.225925375008956,right,0.46229375002440065,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,-1,0.05,56,56,0,left,0.400688000023365,None,0,56,56,42,59.235085665946826,,,,59.22825683292467,59.82377949997317,60.22995620791335,left,0.400688000023365,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1e-08,1,0.2,57,57,0,right,0.4305472500855103,None,0,57,57,12,60.239449957967736,,,,60.23257795791142,60.827960875001736,61.2628164999187,right,0.4305472500855103,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.025,58,58,0,right,0.4102887499611825,None,0,58,58,58,61.27378416596912,,,,61.264789458015,61.86116099997889,62.276022624922916,right,0.4102887499611825,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,1,0.2,59,59,0,right,0.3792599589796737,None,0,59,59,15,62.28506862500217,,,,62.27813350001816,62.87328062497545,63.25964750000276,right,0.3792599589796737,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.1,60,0,1,left,0.4841709170723334,None,1,0,60,25,63.2677234999137,,,,63.261496124905534,63.85721416596789,64.34661691600922,left,0.4841709170723334,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,-1,0.2,61,1,1,left,0.41280129202641547,None,1,1,61,19,64.3568995000096,,,,64.34856229100842,64.9445596250007,65.36232129100244,left,0.41280129202641547,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.05,62,2,1,left,0.3362392920535058,None,1,2,62,46,65.3736954999622,,,,65.36427737493068,65.95709174999502,66.29614137497265,left,0.3362392920535058,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.05,-1,0.2,63,3,1,left,0.15955029195174575,None,1,3,63,21,66.30710320791695,,,,66.2981744579738,66.89492779097054,67.0595357499551,left,0.15955029195174575,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.01,-1,0.05,64,4,1,left,0.42510858306195587,None,1,4,64,44,67.06786224991083,,,,67.06134820799343,67.65720608294941,68.09285883291159,left,0.42510858306195587,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.1,-1,0.025,65,5,1,right,0.333574999938719,None,1,5,65,58,68.10147150000557,,,,68.09465004096273,68.69175254099537,69.02915854100138,right,0.333574999938719,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.05,66,6,1,left,0.5635688330512494,None,1,6,66,37,69.04043591592927,,,,69.03087554092053,69.62873066600878,70.19725845800713,left,0.5635688330512494,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
1.0,1,0.1,67,7,1,right,0.4398630829527974,None,1,7,67,29,70.2069007079117,,,,70.19909745792393,70.79450537497178,71.24297437490895,right,0.4398630829527974,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
0.0001,1,0.025,68,8,1,left,0.27580541698262095,None,1,8,68,49,71.25148870795965,,,,71.24492562492378,71.84052141592838,72.1262085000053,left,0.27580541698262095,None,demo2,001,2025-01-26_16h43.44.651,contrast_sensitivity,2024.2.4,None,2025-01-26 16h43.52.942056 -0500,
