contrast,location,cpd,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.0001,-1,2,94,24,1,left,0.537602125084959,None,1,24,94,23,90.35618116601836,,,,90.34992583305575,90.94592666602693,91.49663354107179,left,0.537602125084959,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,16,95,25,1,left,0.34564537496771663,None,1,25,95,66,91.50241087505128,,,,91.49806058302056,92.0950242910767,92.44749841606244,left,0.34564537496771663,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,8,96,26,1,right,0.2607121659675613,None,1,26,96,43,92.45575745799579,,,,92.44953470805194,93.0458217910491,93.31488829106092,right,0.2607121659675613,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,4,97,27,1,right,0.2965266240062192,None,1,27,97,34,93.3288616250502,,,,93.31733004108537,93.91693754098378,94.2189928330481,right,0.2965266240062192,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,4,98,28,1,right,0.5459746660199016,None,1,28,98,29,94.2286300000269,,,,94.22118837502785,94.81649158301298,95.36433537502307,right,0.5459746660199016,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,2,99,29,1,left,0.3045068330829963,None,1,29,99,27,95.37893345800694,,,,95.36580670799594,95.96291775000282,96.2814093750203,left,0.3045068330829963,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,1,100,30,1,left,0.3084666240029037,None,1,30,100,12,96.28940416604746,,,,96.28426212503109,96.87900025001727,97.19639362499584,left,0.3084666240029037,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,2,101,31,1,right,0.2810335410758853,None,1,31,101,19,97.20233745803125,,,,97.19769183301833,97.78333450003993,98.06866058299784,right,0.2810335410758853,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,1,102,32,1,right,0.4629101250320673,None,1,32,102,1,98.07866075006314,,,,98.07080295798369,98.66645166603848,99.13611120800488,right,0.4629101250320673,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,4,103,33,1,left,0.21263620804529637,None,1,33,103,40,99.14538579108194,,,,99.13858825003263,99.73176608304493,99.94695516605861,left,0.21263620804529637,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,8,104,34,1,right,0.15189374994952232,None,1,34,104,47,99.95329716603737,,,,99.94916054105852,100.54552016605157,100.70251275005285,right,0.15189374994952232,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,4,105,35,1,left,0.14233729103580117,None,1,35,105,41,100.71100195799954,,,,100.70467550004832,101.30001433298457,101.44834708306007,left,0.14233729103580117,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,4,106,36,1,right,0.282474625040777,None,1,36,106,30,101.45672154100612,,,,101.45041833305731,102.045818625018,102.33188295806758,right,0.282474625040777,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,4,107,37,1,right,0.2943195420084521,None,1,37,107,38,102.33948237507138,,,,102.33401325007435,102.92900120804552,103.23165025003254,right,0.2943195420084521,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,2,108,38,1,left,0.35205779096577317,None,1,38,108,22,103.2399282080587,,,,103.23393325007055,103.82920312497299,104.1851284999866,left,0.35205779096577317,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,16,109,39,1,left,0.13774254103191197,None,1,39,109,63,104.19539870799053,,,,104.18745375005528,104.78357891598716,104.93166979099624,left,0.13774254103191197,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,2,110,40,1,right,0.1102055829251185,None,1,40,110,20,104.9397416660795,,,,104.93401479104068,105.52903533307835,105.64830891601741,right,0.1102055829251185,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,1,111,41,1,right,0.13037174998316914,None,1,41,111,5,105.65626912505832,,,,105.65054000006057,106.24584108300041,106.38096920808312,right,0.13037174998316914,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,16,112,42,1,right,0.2478841660777107,None,1,42,112,57,106.38948991603684,,,,106.38308441604022,106.97929275000934,107.23108954099007,right,0.2478841660777107,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,4,113,43,1,right,0.5719554160023108,None,1,43,113,28,107.2400452910224,,,,107.2331498330459,107.82819966599345,108.41217158304062,right,0.5719554160023108,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,1,114,44,1,left,0.25351450010202825,None,1,44,114,10,108.41571983299218,,,,108.41332920803688,109.00076587498188,109.26546154101379,left,0.25351450010202825,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,2,115,45,1,left,0.30803762492723763,None,1,45,115,25,109.27418708300684,,,,109.26778720808215,109.86204120807815,110.18137758306693,left,0.30803762492723763,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,16,116,46,1,right,0.2472731659654528,None,1,46,116,61,110.19014816603158,,,,110.18382933305111,110.79683433298487,111.04912979097571,right,0.2472731659654528,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,4,117,47,1,left,0.19369737501256168,None,1,47,117,36,111.06253445800394,,,,111.05127683305182,111.66338558297139,111.86451275006402,left,0.19369737501256168,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,1,118,48,1,left,0.20977245806716383,None,1,48,118,13,111.87913304101676,,,,111.8661342910491,112.48026545799803,112.69844879105221,left,0.20977245806716383,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,4,119,49,1,left,0.2263133330270648,None,1,49,119,31,112.71248816605657,,,,112.70052175002638,113.29475754103623,113.5318343329709,left,0.2263133330270648,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,8,120,50,1,right,0.20537424902431667,None,1,50,120,46,113.5455451660091,,,,113.53424291603733,114.14612904097885,114.36411887500435,right,0.20537424902431667,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,16,121,51,1,left,0.1925878330366686,None,1,51,121,60,114.37265737506095,,,,114.36590612505097,114.9614084160421,115.1642177910544,left,0.1925878330366686,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,16,122,52,1,left,0.17262537498027086,None,1,52,122,56,115.1728685409762,,,,115.16629420802929,115.76131737499963,115.94599237502553,left,0.17262537498027086,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,8,123,53,1,left,0.44344566599465907,None,1,53,123,49,115.95123433298431,,,,115.94724929099903,116.54467083304189,116.99764875008259,left,0.44344566599465907,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,8,124,54,1,left,0.2352918330579996,None,1,54,124,51,117.01306966599077,,,,116.99983812507708,117.59671337506734,117.83528975001536,left,0.2352918330579996,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,8,125,55,1,right,0.39173975004814565,None,1,55,125,42,117.84527966601308,,,,117.83771995804273,118.43320862506516,118.83103283308446,right,0.39173975004814565,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,16,126,56,1,left,0.19503666600212455,None,1,56,126,67,118.838601666037,,,,118.83423920802306,119.42902350006625,119.63074537506327,left,0.19503666600212455,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,1,127,57,1,left,0.9498942079953849,None,1,57,127,2,119.63802308298182,,,,119.6329646250233,120.22894066607114,121.18165454105474,left,0.9498942079953849,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,4,128,58,1,left,0.469589333049953,None,1,58,128,39,121.19039541599341,,,,121.18396141601261,121.77920658304356,122.25106462498661,left,0.469589333049953,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,8,129,59,1,left,0.47586916596628726,None,1,59,129,52,122.2620820000302,,,,122.25317508308217,122.84588245803025,123.32970941602252,left,0.47586916596628726,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,1,130,60,1,left,0.8316443330841139,None,1,60,130,7,123.33474483306054,,,,123.33094137499575,123.92816483299248,124.7650607500691,left,0.8316443330841139,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,2,131,61,1,right,0.6756157919298857,None,1,61,131,21,124.77393074997235,,,,124.76736391603481,125.36228091607336,126.048295833054,right,0.6756157919298857,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,2,132,62,1,left,0.48501854098867625,None,1,62,132,15,126.0563852910418,,,,126.05067554104608,126.64570841600653,127.13541175005957,left,0.48501854098867625,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,2,133,63,1,left,0.5056616250658408,None,1,63,133,24,127.14459287503269,,,,127.13767491606995,127.73307691607624,128.2476902080234,left,0.5056616250658408,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,8,134,64,1,left,0.4687003740109503,None,1,64,134,50,128.25578250002582,,,,128.25005187501665,128.84597316605505,129.31833804107737,left,0.4687003740109503,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,2,135,65,1,left,0.5060773330042139,None,1,65,135,18,129.32884733297396,,,,129.32077595801093,129.9167293329956,130.4313942079898,left,0.5060773330042139,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,4,136,66,1,right,0.4566167499870062,None,1,66,136,33,130.4402512080269,,,,130.43380300002173,131.02797000005376,131.49645550001878,right,0.4566167499870062,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,16,137,67,1,right,0.4060088329715654,None,1,67,137,65,131.50153029104695,,,,131.49777304101735,132.09659304097295,132.51524737500586,right,0.4060088329715654,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,8,138,68,1,right,0.30168066697660834,None,1,68,138,48,132.528979833005,,,,132.51724575005937,133.1118357910309,133.41572312498465,right,0.30168066697660834,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,16,139,69,1,left,0.36376870796084404,None,1,69,139,69,133.42920662497636,,,,133.417959833052,134.01478108298033,134.38192287506536,left,0.36376870796084404,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,16,140,0,2,right,0.36046887503471226,None,2,0,140,61,134.39560983306728,,,,134.38393191597424,134.97913237498142,135.34808329096995,right,0.36046887503471226,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,2,141,1,2,right,0.26077008293941617,None,2,1,141,19,135.35594970802777,,,,135.35044154105708,135.94571633299347,136.21298175002448,right,0.26077008293941617,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,4,142,2,2,left,0.3463404580252245,None,2,2,142,41,136.2187768330332,,,,136.214555707993,136.80068683298305,137.1521280000452,left,0.3463404580252245,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,8,143,3,2,left,0.34868050005752593,None,2,3,143,43,137.16200787504204,,,,137.15422620798927,137.75079262501094,138.1144832080463,left,0.34868050005752593,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,4,144,4,2,left,0.21585108304861933,None,2,4,144,40,138.12236795807257,,,,138.11686449998524,138.71256237500347,138.93343645799905,left,0.21585108304861933,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,4,145,5,2,left,0.2924752489197999,None,2,5,145,36,138.94459141604602,,,,138.93476704100613,139.53195924998727,139.82999516604468,left,0.2924752489197999,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,16,146,6,2,right,0.22937466599978507,None,2,6,146,58,139.83640562498476,,,,139.83176137506962,140.42903362505604,140.6642080830643,right,0.22937466599978507,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,1,147,7,2,right,0.4330278739798814,None,2,7,147,7,140.67261137499008,,,,140.66634733299725,141.26233891607262,141.6982642080402,right,0.4330278739798814,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,2,148,8,2,right,0.6416254170471802,None,2,8,148,22,141.70515316608362,,,,141.70052391604986,142.29568650003057,142.94728387508076,right,0.6416254170471802,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,1,149,9,2,left,0.614431457943283,None,2,9,149,3,142.95642987499014,,,,142.94901600002777,143.54587216605432,144.1642736659851,left,0.614431457943283,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,8,150,10,2,right,0.4640604999149218,None,2,10,150,46,144.17407816601917,,,,144.16670833306853,144.76234862499405,145.23093725007493,right,0.4640604999149218,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,2,151,11,2,left,0.4131685420870781,None,2,11,151,27,145.24002362508327,,,,145.23318137507886,145.82911341602448,146.24778700002935,left,0.4131685420870781,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,8,152,12,2,right,0.3294207080034539,None,2,12,152,47,146.25537899998017,,,,146.24998004105873,146.84580529097002,147.1796563330572,right,0.3294207080034539,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,1,153,13,2,right,0.2719640420982614,None,2,13,153,5,147.18499820807483,,,,147.18117137497757,147.778206625022,148.06316912500188,right,0.2719640420982614,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,16,154,14,2,right,0.36536933307070285,None,2,14,154,63,148.068546333001,,,,148.06457566597965,148.65083937498275,149.0183276250027,right,0.36536933307070285,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,16,155,15,2,left,0.3522706660442054,None,2,15,155,67,149.02859429107048,,,,149.02114666602574,149.61689745797776,149.98142820806243,left,0.3522706660442054,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,1,156,16,2,left,0.28930866601876915,None,2,16,156,13,149.9897635410307,,,,149.98344304098282,150.57910670805722,150.88142075005453,left,0.28930866601876915,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,4,157,17,2,right,0.23206295806448907,None,2,17,157,30,150.8905783330556,,,,150.8836093749851,151.4790965829743,151.71481200004928,right,0.23206295806448907,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,1,158,18,2,right,0.731639874051325,None,2,18,158,2,151.72267070808448,,,,151.71685241605155,152.31245704100002,153.04906283307355,right,0.731639874051325,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,2,159,19,2,right,0.573493167059496,None,2,19,159,24,153.05706470797304,,,,153.05139087501448,153.64651037508156,154.2307502910262,right,0.573493167059496,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,16,160,20,2,right,0.9307917080586776,None,2,20,160,66,154.24029420805164,,,,154.23318216600455,154.82917854108382,155.76275662507396,right,0.9307917080586776,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,4,161,21,2,left,0.43705841596238315,None,2,21,161,35,155.76790908304974,,,,155.7640510830097,156.350043790997,156.7980835409835,left,0.43705841596238315,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,2,162,22,2,left,0.4552998330909759,None,2,22,162,26,156.80715595802758,,,,156.80058095802087,157.39467000006698,157.85181270807516,left,0.4552998330909759,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,4,163,23,2,left,0.42984029091894627,None,2,23,163,28,157.86201095802244,,,,157.85423275001813,158.450137790991,158.88535229105037,left,0.42984029091894627,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,2,164,24,2,left,0.5027878329856321,None,2,24,164,21,158.8953462500358,,,,158.88777999999002,159.4960968750529,160.0008817909984,left,0.5027878329856321,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,8,165,25,2,left,0.32601879199501127,None,2,25,165,55,160.01179916597903,,,,160.00285683304537,160.6128394160187,160.94622170797084,left,0.32601879199501127,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,2,166,26,2,right,0.3376436240505427,None,2,26,166,20,160.95179791597184,,,,160.94767400005367,161.55121941608377,161.89633829100057,right,0.3376436240505427,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,4,167,27,2,right,0.316758916946128,None,2,27,167,38,161.90250529104378,,,,161.8977749160258,162.49604062503204,162.8146608750103,right,0.316758916946128,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,1,168,28,2,left,0.2744106659665704,None,2,28,168,8,162.82914041599724,,,,162.81682662502863,163.4113910830347,163.69611454103142,left,0.2744106659665704,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,2,169,29,2,left,0.2970204580342397,None,2,29,169,15,163.70155316602904,,,,163.69760670803953,164.2947782910196,164.5972896660678,left,0.2970204580342397,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,8,170,30,2,left,0.4132358330534771,None,2,30,170,51,164.60590637498535,,,,164.59988770796917,165.19571804103907,165.61503604101017,left,0.4132358330534771,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,8,171,31,2,left,0.32314512494485825,None,2,31,171,49,165.62379841599613,,,,165.61745700007305,166.21262512507383,166.5478834999958,left,0.32314512494485825,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,2,172,32,2,left,0.4708954580128193,None,2,32,172,17,166.55628783302382,,,,166.54998495802283,167.14581483299844,167.63152670802083,left,0.4708954580128193,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,4,173,33,2,right,0.34750320797320455,None,2,33,173,37,167.64557883306406,,,,167.63339716603514,168.22924345801584,168.58166016603354,right,0.34750320797320455,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,1,174,34,2,left,0.5050407920498401,None,2,34,174,0,168.59041237505153,,,,168.58372066600714,169.17863120802213,169.6975452080369,left,0.5050407920498401,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,4,175,35,2,left,0.36404408304952085,None,2,35,175,31,169.70687312504742,,,,169.70046991598792,170.2956326249987,170.66828783298843,left,0.36404408304952085,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,16,176,36,2,right,0.34153479197993875,None,2,36,176,56,170.678864791058,,,,170.66956650000066,171.26213137502782,171.61268741602544,right,0.34153479197993875,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,4,177,37,2,right,0.2585480000125244,None,2,37,177,39,171.61842820805032,,,,171.6139910829952,172.21121212502476,172.48090233304538,right,0.2585480000125244,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,8,178,38,2,left,0.41848579107318074,None,2,38,178,53,172.4890184160322,,,,172.48276029108092,173.07912758307066,173.50194762507454,left,0.41848579107318074,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,16,179,39,2,left,0.27300400007516146,None,2,39,179,57,173.5119434579974,,,,173.50423283304553,174.10074333299417,174.38121700007468,left,0.27300400007516146,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,4,180,40,2,right,0.2455323749454692,None,2,40,180,34,174.39021149999462,,,,174.3833830410149,174.97918537503574,175.23157045803964,right,0.2455323749454692,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,1,181,41,2,right,0.3063615409191698,None,2,41,181,10,175.2407613330288,,,,175.2339590829797,175.82917066605296,176.13925029104576,right,0.3063615409191698,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,1,182,42,2,right,0.2675348329357803,None,2,42,182,6,176.1453123750398,,,,176.14056175004225,176.7459414160112,177.0168310829904,right,0.2675348329357803,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,16,183,43,2,left,0.3112157079158351,None,2,43,183,69,177.0280433750013,,,,177.01818016602192,177.6122797910357,177.93177745805588,left,0.3112157079158351,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,8,184,44,2,left,0.28054937499109656,None,2,44,184,45,177.94050983304624,,,,177.9342085000826,178.52809045801405,178.81465050007682,left,0.28054937499109656,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,2,185,45,2,right,0.34709225001279265,None,2,45,185,25,178.82266000006348,,,,178.81656762503553,179.41234920802526,179.7634760410292,right,0.34709225001279265,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,16,186,46,2,right,0.28691520798020065,None,2,46,186,62,179.76925883302465,,,,179.76517437503207,180.36152262508404,180.65107487502974,right,0.28691520798020065,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,2,187,47,2,right,0.2221466249320656,None,2,47,187,16,180.66175320802722,,,,180.65333612507675,181.2503726250725,181.4810240829829,right,0.2221466249320656,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,4,188,48,2,right,0.28950033290311694,None,2,48,188,29,181.48937691608444,,,,181.48356900003273,182.07891425001435,182.38189850002527,right,0.28950033290311694,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,8,189,49,2,left,0.42532199900597334,None,2,49,189,50,182.38933654106222,,,,182.38402233307716,182.99611000006553,183.42966975003947,left,0.42532199900597334,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
