contrast,location,size,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.001,1,0.4,35,35,0,right,0.34759629203472286,None,0,35,35,3,36.181469707982615,,,,36.17487279092893,36.76975874998607,37.12220491596963,right,0.34759629203472286,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.2,36,36,0,left,0.2475525001063943,None,0,36,36,27,37.130802707979456,,,,37.12413866596762,37.719811458024196,37.97228908294346,left,0.2475525001063943,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,-1,0.1,37,37,0,right,0.5117132080486044,None,0,37,37,35,37.98008350003511,,,,37.97446824994404,38.569682333036326,39.088632332975976,right,0.5117132080486044,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.05,38,38,0,left,0.3439710410311818,None,0,38,38,42,39.09724379098043,,,,39.09057883301284,39.686295124934986,40.03848074993584,left,0.3439710410311818,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.05,39,39,0,left,0.23790666705463082,None,0,39,39,54,40.04468220798299,,,,40.03995629097335,40.63634033303242,40.88932054094039,left,0.23790666705463082,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.025,40,40,0,left,0.5054869160521775,None,0,40,40,57,40.89788745797705,,,,40.89125849993434,41.48674266599119,42.00507195794489,left,0.5054869160521775,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.1,41,41,0,right,0.3720633330522105,None,0,41,41,28,42.0139959580265,,,,42.007200540974736,42.603132457938045,42.988362874952145,right,0.3720633330522105,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.4,42,42,0,left,0.15428575000260025,None,0,42,42,9,43.003117415937595,,,,42.99006824998651,43.586841957992874,43.75533033302054,left,0.15428575000260025,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.4,43,43,0,left,0.2878625829471275,None,0,43,43,10,43.763418290996924,,,,43.75737995794043,44.35327170800883,44.655874707968906,left,0.2878625829471275,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.05,44,44,0,right,0.5321438340470195,None,0,44,44,43,44.66464850003831,,,,44.65772158303298,45.25301683298312,45.78856579097919,right,0.5321438340470195,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,1,0.2,45,45,0,left,0.773587292060256,None,0,45,45,17,45.79715754103381,,,,45.79040249995887,46.40348204097245,47.18762179103214,left,0.773587292060256,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.05,46,46,0,right,0.6316088330931962,None,0,46,46,53,47.193918540957384,,,,47.1890461249277,47.78645912499633,48.42206562496722,right,0.6316088330931962,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.025,47,47,0,left,0.5806003750767559,None,0,47,47,66,48.430583207984455,,,,48.423989000031725,49.019466707948595,49.60622299998067,left,0.5806003750767559,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.05,48,48,0,left,0.14404237503185868,None,0,48,48,55,49.6199249579804,,,,49.60810241603758,50.208057790994644,50.35505366593134,left,0.14404237503185868,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,-1,0.2,49,49,0,left,0.18962879199534655,None,0,49,49,21,50.3622217499651,,,,50.357219040975906,50.95341433293652,51.15547100000549,left,0.18962879199534655,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.4,50,50,0,right,0.611676707980223,None,0,50,50,4,51.16420904092956,,,,51.157570707960986,51.753337332978845,52.37197454099078,right,0.611676707980223,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.4,51,51,0,right,0.19110599998384714,None,0,51,51,5,52.38103808299638,,,,52.374308999977075,52.969855041010305,53.17226150003262,right,0.19110599998384714,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.2,52,52,0,left,0.3562280830228701,None,0,52,52,24,53.181033166009,,,,53.1746627909597,53.769725166028365,54.137589582940564,left,0.3562280830228701,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.025,53,53,0,left,0.26134862494654953,None,0,53,53,64,54.143525457940996,,,,54.139099541003816,54.73660108295735,55.00606525002513,left,0.26134862494654953,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,1,0.05,54,54,0,left,0.6875427089398727,None,0,54,54,45,55.01437112502754,,,,55.00799383292906,55.60335412493441,56.2928110830253,left,0.6875427089398727,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.2,55,55,0,left,0.6812462919624522,None,0,55,55,25,56.3028717499692,,,,56.29469379095826,56.89066375000402,57.57557266601361,left,0.6812462919624522,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.4,56,56,0,right,0.6756901249755174,None,0,56,56,1,57.58620512497146,,,,57.57745387498289,58.17521404102445,58.85484808299225,right,0.6756901249755174,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.1,57,57,0,left,0.2217134579550475,None,0,57,57,40,58.863578957971185,,,,58.85676583298482,59.45310241600964,59.688950665993616,left,0.2217134579550475,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.1,58,58,0,left,0.8394414159702137,None,0,58,58,37,59.697327250032686,,,,59.69084604096133,60.28640324994922,61.13874125003349,left,0.8394414159702137,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.025,59,59,0,right,0.737953917006962,None,0,59,59,68,61.14757912501227,,,,61.140778583008796,61.75372458295897,62.505219999933615,right,0.737953917006962,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.05,60,60,0,left,0.40481387497857213,None,0,60,60,52,62.51402041595429,,,,62.507184665999375,63.10312283295207,63.52232483297121,left,0.40481387497857213,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.4,61,61,0,left,0.38686845800839365,None,0,61,61,0,63.53662779100705,,,,63.524111874983646,64.11987166595645,64.50960087496787,left,0.38686845800839365,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.2,62,62,0,right,0.0838239579461515,None,0,62,62,19,64.51963200001046,,,,64.51149545796216,65.10790758300573,65.19340150000062,right,0.0838239579461515,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.1,63,63,0,left,0.2938956250436604,None,0,63,63,29,65.20200545794796,,,,65.19520266598556,65.78985912492499,66.08891462499741,left,0.2938956250436604,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.1,64,64,0,right,0.4451837500091642,None,0,64,64,30,66.09757779096253,,,,66.09088062494993,66.68667291593738,67.13941587496083,right,0.4451837500091642,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,-1,0.4,65,65,0,left,0.48900941701140255,None,0,65,65,7,67.14717849995941,,,,67.14121283299755,67.73664945794735,68.23686808301136,left,0.48900941701140255,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.2,66,66,0,left,0.5322675829520449,None,0,66,66,14,68.2407647499349,,,,68.23747883294709,68.82438004098367,69.37207658297848,left,0.5322675829520449,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.4,67,67,0,left,0.35202279197983444,None,0,67,67,2,69.38656174996868,,,,69.37393316603266,69.96961104101501,70.32628187502269,left,0.35202279197983444,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.025,68,68,0,left,0.21670070802792907,None,0,68,68,69,70.3362306660274,,,,70.32807333301753,70.9249575829599,71.15483649994712,left,0.21670070802792907,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.05,69,69,0,right,0.32836700009647757,None,0,69,69,44,71.1636441659648,,,,71.15686833299696,71.75318545801565,72.08883437502664,right,0.32836700009647757,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.1,70,0,1,left,0.22416804207023233,None,1,0,70,41,72.09729287493974,,,,72.09077262494247,72.68638241593726,72.92208479100373,left,0.22416804207023233,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.025,71,1,1,left,0.4120954170357436,None,1,1,71,64,72.93064987496473,,,,72.9240648749983,73.51973066595383,73.93787008302752,left,0.4120954170357436,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.4,72,2,1,right,0.1380830000853166,None,1,2,72,2,73.94310166593641,,,,73.93927883298602,74.53638058295473,74.68939833296463,right,0.1380830000853166,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.1,73,3,1,right,0.0922997499583289,None,1,3,73,33,74.70320745802019,,,,74.69138308300171,75.28818749997299,75.38672466599382,right,0.0922997499583289,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.025,74,4,1,right,0.39562883402686566,None,1,4,74,58,75.39144266594667,,,,75.3877603749279,75.97481691592839,76.3763209580211,right,0.39562883402686566,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.2,75,5,1,left,0.3823424590518698,None,1,5,75,22,76.38513583294116,,,,76.37842054094654,76.97512037493289,77.35901095799636,left,0.3823424590518698,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.05,76,6,1,left,0.1971969590522349,None,1,6,76,54,77.36971150001045,,,,77.36096641595941,77.95725645800121,78.15986345801502,left,0.1971969590522349,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.1,77,7,1,left,0.11745212506502867,None,1,7,77,40,78.168770249933,,,,78.16171945794486,78.75795825000387,78.88927099993452,left,0.11745212506502867,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.4,78,8,1,left,0.1827724170871079,None,1,8,78,11,78.89712633297313,,,,78.89160745800473,79.48661112494301,79.67258662497625,left,0.1827724170871079,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.05,79,9,1,left,0.3404818749986589,None,1,9,79,51,79.68083208298776,,,,79.67442024999764,80.26891054096632,80.62196970800869,left,0.3404818749986589,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.2,80,10,1,left,0.5023904159897938,None,1,10,80,24,80.62998737499584,,,,80.62381908297539,81.21994258300401,81.72595649992581,left,0.5023904159897938,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.025,81,11,1,left,0.3645610419334844,None,1,11,81,68,81.73624958295841,,,,81.72808449994773,82.32479049998801,82.69272345793433,left,0.3645610419334844,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.1,82,12,1,right,0.4641857499955222,None,1,12,82,36,82.7031049579382,,,,82.69427145796362,83.29115520801861,83.75906620803289,right,0.4641857499955222,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.2,83,13,1,left,0.2797244999092072,None,1,13,83,26,83.76951449993066,,,,83.76128245797008,84.35753833292983,84.64274183299858,left,0.2797244999092072,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,1,0.05,84,14,1,left,0.4224364999681711,None,1,14,84,45,84.6528613329865,,,,84.64476558298338,85.24184708297253,85.67200349993072,left,0.4224364999681711,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.1,85,15,1,left,0.5175410419469699,None,1,15,85,39,85.68075170798693,,,,85.67399312497582,86.26965262496378,86.79261212493293,left,0.5175410419469699,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.1,86,16,1,right,0.4375638330820948,None,1,16,86,29,86.80297724995762,,,,86.7946367500117,87.38873370795045,87.8388248749543,right,0.4375638330820948,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.025,87,17,1,left,0.6457514580106363,None,1,17,87,60,87.84752012498211,,,,87.84081833297387,88.4364443749655,89.08847045793664,left,0.6457514580106363,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.025,88,18,1,left,0.45277791703119874,None,1,18,88,56,89.09725345799234,,,,89.09040300000925,89.68637758295517,90.14247020799667,left,0.45277791703119874,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.2,89,19,1,left,0.6697598330210894,None,1,19,89,23,90.15284783300012,,,,90.143690665951,90.740973707987,91.42274662503041,left,0.6697598330210894,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.1,90,20,1,left,0.6363124579656869,None,1,20,90,28,91.43082962499466,,,,91.42496387497522,92.01976554095745,92.65826754097361,left,0.6363124579656869,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.05,91,21,1,right,0.23003541596699506,None,1,21,91,47,92.66961783298757,,,,92.66014454094693,93.25305795797613,93.48836566600949,right,0.23003541596699506,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
