contrast,location,size,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.007519332924857736,1.2455357080325484,,,,,,,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.2,0,0,0,left,1.0919647089904174,None,0,0,0,23,1.258637291030027,,,,1.2529763330239803,1.8402406249660999,2.938477999996394,left,1.0919647089904174,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.05,1,1,0,right,0.3042056249687448,None,0,1,1,47,2.9466168750077486,,,,2.940613874932751,3.5368223750265315,3.855954875005409,right,0.3042056249687448,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.05,2,2,0,right,0.6019877919461578,None,0,2,2,46,3.869633791036904,,,,3.8578839580295607,4.452063957927749,5.059712290996686,right,0.6019877919461578,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,1,0.05,3,3,0,right,0.23759245802648365,None,0,3,3,48,5.07695012493059,,,,5.061536040971987,5.657469499972649,5.905539250001311,right,0.23759245802648365,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.1,4,4,0,right,0.2770036670845002,None,0,4,4,33,5.919977125013247,,,,5.9072430829983205,6.503012749948539,6.789187500020489,right,0.2770036670845002,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.4,5,5,0,left,0.2285394590580836,None,0,5,5,12,6.796552625019103,,,,6.791193875018507,7.38657166599296,7.621724999975413,left,0.2285394590580836,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,1,0.025,6,6,0,right,0.6360690000001341,None,0,6,6,61,7.6301649999804795,,,,7.623606040957384,8.219908416038379,8.858998041017912,right,0.6360690000001341,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,-1,0.025,7,7,0,left,0.527788250008598,None,0,7,7,63,8.869364790967666,,,,8.861112707993016,9.455319875036366,9.989100415958092,left,0.527788250008598,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,1,0.1,8,8,0,left,0.4504430830711499,None,0,8,8,31,10.003204833017662,,,,9.990891041001305,10.586463665938936,11.045214124955237,left,0.4504430830711499,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.025,9,9,0,right,0.2692816249327734,None,0,9,9,65,11.052989874966443,,,,11.046345124952495,11.641737999976613,11.921954624936916,right,0.2692816249327734,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.1,10,10,0,left,0.35002441704273224,None,0,10,10,41,11.930681957979687,,,,11.923872333019972,12.519831457990222,12.878635832923464,left,0.35002441704273224,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,-1,0.4,11,11,0,left,0.14741491700988263,None,0,11,11,13,12.886839541024528,,,,12.879762041033246,13.474485583021306,13.62516583292745,left,0.14741491700988263,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,-1,0.05,12,12,0,right,0.7371206670068204,None,0,12,12,51,13.636173999984749,,,,13.627196457935497,14.22273449995555,14.972081540967338,right,0.7371206670068204,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.1,13,13,0,left,0.35305616701953113,None,0,13,13,39,14.980699833016843,,,,14.974294582963921,15.569739250000566,15.92543362500146,left,0.35305616701953113,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.025,14,14,0,right,0.48996245907619596,None,0,14,14,58,15.936103416024707,,,,15.9275566249853,16.52487454097718,17.021653790958226,right,0.48996245907619596,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.4,15,15,0,left,0.2601360830012709,None,0,15,15,11,17.029518916038796,,,,17.023570999968797,17.618782875011675,17.888757874956354,left,0.2601360830012709,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,-1,0.025,16,16,0,right,0.24647762498352677,None,0,16,16,67,17.897264124942012,,,,17.890661165933125,18.486314708017744,18.738067833008245,right,0.24647762498352677,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.05,17,17,0,left,0.36027283291332424,None,0,17,17,50,18.746010915958323,,,,18.740072374930605,19.336453708005138,19.705569791025482,left,0.36027283291332424,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.2,18,18,0,right,0.40466837503481656,None,0,18,18,22,19.713598290923983,,,,19.70764216594398,20.3020625829231,20.70892833301332,right,0.40466837503481656,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,1,0.2,19,19,0,right,0.13864145893603563,None,0,19,19,20,20.7193282910157,,,,20.71081354096532,21.32002804102376,21.471987499971874,right,0.13864145893603563,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,1,0.1,20,20,0,right,0.12203750002663583,None,0,20,20,34,21.48096541594714,,,,21.474029915989377,22.069627832970582,22.193453624960966,right,0.12203750002663583,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.4,21,21,0,left,0.7028818329563364,None,0,21,21,8,22.20299320796039,,,,22.195227541029453,22.79078258294612,23.505331665975973,left,0.7028818329563364,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.1,22,22,0,right,0.36168079101480544,None,0,22,22,32,23.513927749940194,,,,23.507496915990487,24.103008416015655,24.471781166037545,right,0.36168079101480544,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,-1,0.05,23,23,0,left,0.424718749942258,None,0,23,23,49,24.480611708015203,,,,24.473768415977247,25.069913499988616,25.505179333034903,left,0.424718749942258,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,1,0.2,24,24,0,left,0.319577542017214,None,0,24,24,15,25.5137869999744,,,,25.507362833013758,26.103022458031774,26.4261224999791,left,0.319577542017214,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.1,-1,0.2,25,25,0,left,0.03182587493211031,None,0,25,25,26,26.436175207956694,,,,26.42740133299958,27.021764416014776,27.057147749932483,left,0.03182587493211031,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,1,0.4,26,26,0,right,0.060705707990564406,None,0,26,26,6,27.068728290963918,,,,27.058740374981426,27.652962957974523,27.72213783301413,right,0.060705707990564406,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,-1,0.1,27,27,0,right,0.8917229169746861,None,0,27,27,38,27.73015470802784,,,,27.724229707964696,28.319880333030596,29.221701083006337,right,0.8917229169746861,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1.0,1,0.025,28,28,0,right,0.034552874974906445,None,0,28,28,62,29.23071033298038,,,,29.223722958005965,29.819925333024003,29.85867749992758,right,0.034552874974906445,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.025,29,29,0,left,0.4214092920301482,None,0,29,29,60,29.8695464580087,,,,29.860490457969718,30.45301166595891,30.88835270795971,left,0.4214092920301482,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.01,1,0.2,30,30,0,left,0.4238587920553982,None,0,30,30,18,30.897270290995948,,,,30.890330250025727,31.486585707985796,31.922307083033957,left,0.4238587920553982,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-07,-1,0.1,31,31,0,left,0.40775779192335904,None,0,31,31,36,31.930817332933657,,,,31.924161999952048,32.519674332928844,32.93893212499097,left,0.40775779192335904,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-05,1,0.2,32,32,0,left,0.36412770906463265,None,0,32,32,16,32.94709195801988,,,,32.940784625010565,33.53640583297238,33.904735082993284,left,0.36412770906463265,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
0.001,1,0.025,33,33,0,right,0.6643816669238731,None,0,33,33,59,33.912269708001986,,,,33.90659379097633,34.50301829096861,35.17286824993789,right,0.6643816669238731,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
1e-09,1,0.025,34,34,0,left,0.3887289999984205,None,0,34,34,56,35.18145591602661,,,,35.174809791031294,35.769628374953754,36.172779540997,left,0.3887289999984205,None,demo,001,2025-01-26_15h03.15.556,contrast_sensitivity,2024.2.4,None,2025-01-26 15h03.22.047040 -0500,
