contrast,location,n_cycles,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
1e-06,1,8,16,16,0,left,0.025168166030198336,None,0,16,16,43,14.71578974998556,,,,14.711553124943748,15.308367584017105,15.343964708968997,left,0.025168166030198336,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,8,17,17,0,right,0.12775616603903472,None,0,17,17,44,15.357189291971736,,,,15.346295708906837,15.945358208962716,16.075233625015244,right,0.12775616603903472,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,-1,4,18,18,0,left,0.061682083061896265,None,0,18,18,41,16.081447749980725,,,,16.076838916982524,16.674433375010267,16.743732791976072,left,0.061682083061896265,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,8,19,19,0,left,0.2233697910560295,None,0,19,19,49,16.757597249932587,,,,16.74583495897241,17.36168450000696,17.591149833984673,left,0.2233697910560295,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,-1,8,20,20,0,left,0.050543583,None,0,20,20,54,17.594879666925408,,,,17.59233883395791,18.19146899995394,18.259556749952026,left,0.050543583,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,-1,8,21,21,0,left,0.029318458051420748,None,0,21,21,52,18.27516287495382,,,,18.26150725001935,18.87472533399705,18.909747749916278,left,0.029318458051420748,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,2,22,22,0,left,0.034518999978899956,None,0,22,22,21,18.924192041973583,,,,18.91175149998162,19.506478249910288,19.54404483397957,left,0.034518999978899956,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,4,23,23,0,right,0.21910279197618365,None,0,23,23,32,19.556451833923347,,,,19.545227249967866,20.143937541986816,20.376957000000402,right,0.21910279197618365,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,16,24,24,0,right,0.41689658304676414,None,0,24,24,59,20.39054341695737,,,,20.379202791955322,20.991022208938375,21.411629249923863,right,0.41689658304676414,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,8,25,25,0,left,0.023918458027765155,None,0,25,25,46,21.42382679192815,,,,21.41301333392039,22.007036958937533,22.04261449992191,left,0.023918458027765155,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,2,26,26,0,left,0.6870024160016328,None,0,26,26,20,22.050793208996765,,,,22.04482499998994,22.657888958929107,23.346724708913825,left,0.6870024160016328,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,16,27,27,0,left,0.3325569999869913,None,0,27,27,63,23.356973833986558,,,,23.349077499937266,23.94530170899816,24.28009299992118,left,0.3325569999869913,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,1,28,28,0,right,0.4054906660458073,None,0,28,28,0,24.290356084005907,,,,24.282334791962057,24.89138504199218,25.310155708924867,right,0.4054906660458073,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,-1,2,29,29,0,left,0.17480070795863867,None,0,29,29,26,25.318733708932996,,,,25.312650583917275,25.907130250008777,26.096051333937794,left,0.17480070795863867,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,-1,1,30,30,0,left,0.7800602909410372,None,0,30,30,12,26.107224166975357,,,,26.098182042012922,26.707714749965817,27.491697959019803,left,0.7800602909410372,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,1,8,31,31,0,right,0.045036374940536916,None,0,31,31,47,27.497010624967515,,,,27.493103833985515,28.089746541925706,28.14106587495189,right,0.045036374940536916,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,16,32,32,0,right,0.9146464999066666,None,0,32,32,56,28.146452417015098,,,,28.14245033392217,28.729156374931335,29.64686117,right,0.9146464999066666,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,4,33,33,0,left,0.030900417012162507,None,0,33,33,39,29.657016334007494,,,,29.649052875000052,30.257854708936065,30.293646625010297,left,0.030900417012162507,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,8,34,34,0,right,0.148084,None,0,34,34,48,30.307161125005223,,,,30.295889416942373,30.890661333920434,31.043341499986127,right,0.148084,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,4,35,35,0,left,0.085198583,None,0,35,35,28,31.057402916951105,,,,31.04544395895209,31.640647166990675,31.730812208959833,left,0.085198583,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,-1,4,36,36,0,left,0.18931204092223197,None,0,36,36,37,31.739392874995247,,,,31.732939334004186,32.328434749972075,32.52655816695187,left,0.18931204092223197,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,-1,4,37,37,0,left,0.13503604102879763,None,0,37,37,36,32.54013400000986,,,,32.52801041700877,33.141621791990474,33.29303625,left,0.13503604102879763,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,2,38,38,0,left,0.18372362398076802,None,0,38,38,17,33.30796150001697,,,,33.295147666940466,33.90793699992355,34.09712499997113,left,0.18372362398076802,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,-1,16,39,39,0,left,0.13041754195000976,None,0,39,39,65,34.10661633394193,,,,34.099296083906665,34.69628487492446,34.831559374928474,left,0.13041754195000976,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,8,40,40,0,left,0.017430292,None,0,40,40,45,34.84030066698324,,,,34.83356767,35.42619720892981,35.45857454196084,left,0.017430292,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,16,41,41,0,right,0.049591458,None,0,41,41,67,35.465024999924935,,,,35.46019983,36.056413083919324,36.10783074994106,right,0.049591458,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,4,42,42,0,left,0.059577041,None,0,42,42,30,36.11319904192351,,,,36.109133958932944,36.69505824998487,36.75952995894477,left,0.059577041,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,1,43,43,0,left,0.3330528329825029,None,0,43,43,2,36.76753512490541,,,,36.761811874923296,37.35753612499684,37.69379387493245,left,0.3330528329825029,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,8,44,44,0,left,0.2648513749008998,None,0,44,44,53,37.70724616700318,,,,37.69605208397843,38.290723584010266,38.55964537500404,left,0.2648513749008998,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,4,45,45,0,right,0.2431714580161497,None,0,45,45,34,38.56787270901259,,,,38.561572166974656,39.15749887493439,39.41010654193815,right,0.2431714580161497,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,2,46,46,0,right,0.39911941695027053,None,0,46,46,18,39.41923008393496,,,,39.41264979192056,40.00742020900361,40.40990841691382,right,0.39911941695027053,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,-1,2,47,47,0,left,0.30016279104165733,None,0,47,47,22,40.41612058400642,,,,40.41174799995497,41.00731000001542,41.309126709005795,left,0.30016279104165733,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,16,48,48,0,left,0.36180595797486603,None,0,48,48,58,41.317852708976716,,,,41.31115754193161,41.907662458950654,42.27636658400297,left,0.36180595797486603,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,16,49,49,0,right,0.2695942079881206,None,0,49,49,60,42.29051067,,,,42.27865466696676,42.891833291971125,43.17473954195157,right,0.2695942079881206,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,1,50,50,0,left,0.39312012400478125,None,0,50,50,4,43.180491208913736,,,,43.17595412500668,43.77327466697898,44.17567829194013,left,0.39312012400478125,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,-1,8,51,51,0,left,0.367940875,None,0,51,51,55,44.18122562,,,,44.17725737497676,44.77344095893204,45.146246499964036,left,0.367940875,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,-1,4,52,52,0,left,0.14672383293509483,None,0,52,52,38,45.15699925,,,,45.14863967,45.745673166937195,45.89606175001245,left,0.14672383293509483,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,-1,2,53,53,0,left,0.17734316596761346,None,0,53,53,24,45.90699154196773,,,,45.89847033,46.49504937499296,46.67639512498863,left,0.17734316596761346,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,-1,16,54,54,0,left,0.45712116605136544,None,0,54,54,68,46.69047212495934,,,,46.67858083394822,47.27421546,47.733326499932446,left,0.45712116605136544,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,2,55,55,0,left,0.5764017490437254,None,0,55,55,25,47.74016779195517,,,,47.734280708944425,48.32612187496852,48.909670916968025,left,0.5764017490437254,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,4,56,56,0,right,0.19381249998696148,None,0,56,56,31,48.917836874956265,,,,48.91193429194391,49.52446670900099,49.72596370894462,right,0.19381249998696148,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,1,2,57,57,0,right,0.15045291592832655,None,0,57,57,19,49.73451945895795,,,,49.728162208921276,50.32481433392968,50.47752729197964,right,0.15045291592832655,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,-1,2,58,58,0,left,0.076759333,None,0,58,58,27,50.489985916996375,,,,50.47921508399304,51.07457041693851,51.160147042013705,left,0.076759333,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,1,4,59,59,0,right,0.2697859579930082,None,0,59,59,33,51.17404987500049,,,,51.16216770897154,51.75647274998482,52.02956491697114,right,0.2697859579930082,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,1,60,60,0,right,0.087093167,None,0,60,60,6,52.039528624969535,,,,52.03102487500291,52.62617391697131,52.72567637497559,right,0.087093167,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,2,61,61,0,right,0.40282316599041224,None,0,61,61,16,52.734513208968565,,,,52.72744446,53.32433749991469,53.72931641701143,right,0.40282316599041224,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,-1,16,62,62,0,left,0.051715208,None,0,62,62,64,53.74044166691601,,,,53.73146841698326,54.32849012501538,54.39249812497292,left,0.051715208,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,1,2,63,63,0,left,0.5242966660298407,None,0,63,63,15,54.40081137500238,,,,54.39455641701352,54.990819999948144,55.52660554193426,left,0.5242966660298407,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,4,64,64,0,left,0.7478252080036327,None,0,64,64,35,55.53559474996291,,,,55.528875084011815,56.12429170892574,56.87653770891484,left,0.7478252080036327,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,1,1,65,65,0,left,0.2929968750104308,None,0,65,65,1,56.890681999968365,,,,56.87885329197161,57.47408633399755,57.77590158395469,left,0.2929968750104308,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,1,16,66,66,0,right,0.078242708,None,0,66,66,57,57.784665958955884,,,,57.77762091695331,58.37387670890894,58.459634833969176,right,0.078242708,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,-1,2,67,67,0,left,0.29071754205506295,None,0,67,67,23,58.46765470900573,,,,58.46191779198125,59.0743005,59.37677487498149,left,0.29071754205506295,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,-1,1,68,68,0,left,0.1268295,None,0,68,68,10,59.38487979199272,,,,59.37908408395015,59.97318529197946,60.107826499966905,left,0.1268295,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,16,69,69,0,right,0.14964804204646498,None,0,69,69,62,60.11290949990507,,,,60.109178124926984,60.70643387490418,60.858972499961965,right,0.14964804204646498,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,2,70,0,1,right,0.19981662498321384,None,1,0,70,20,60.86721429193858,,,,60.86094666691497,61.44619141693693,61.65929092,right,0.19981662498321384,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,-1,16,71,1,1,right,0.21358279197011143,None,1,1,71,65,61.665890499949455,,,,61.66136862500571,62.257554708980024,62.47660633397754,right,0.21358279197011143,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,-1,1,72,2,1,left,0.34542116697411984,None,1,2,72,10,62.48378399992362,,,,62.478872834006324,63.074694333947264,63.42573220899794,left,0.34542116697411984,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,4,73,3,1,left,0.45531012408901006,None,1,3,73,35,63.44058654201217,,,,63.42702783399727,64.02457666699775,64.49280312494375,left,0.45531012408901006,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,16,74,4,1,right,0.15753950004000217,None,1,4,74,59,64.50130337500013,,,,64.49503524997272,65.09042354195844,65.25975433399435,right,0.15753950004000217,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,1,75,5,1,right,0.3426694580120966,None,1,5,75,4,65.26812987495214,,,,65.26199933397584,65.85727445897646,66.21011516696308,right,0.3426694580120966,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,1,1,76,6,1,right,0.28419975005090237,None,1,6,76,1,66.22387237497605,,,,66.21169899997767,66.80871433392167,67.09687433,right,0.28419975005090237,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,1,1,77,7,1,right,0.4682977501070127,None,1,7,77,2,67.10698479192797,,,,67.09897508390713,67.69052445900161,68.16130824992433,right,0.4682977501070127,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,-1,8,78,8,1,left,0.27993749908637255,None,1,8,78,50,68.17311470897403,,,,68.16265962494072,68.75702270900365,69.04270158393774,left,0.27993749908637255,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.001,1,4,79,9,1,left,0.31155870796646923,None,1,9,79,31,69.05035220901482,,,,69.04497366701253,69.64528866694309,69.96002949995454,left,0.31155870796646923,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,2,80,10,1,left,0.18649262399412692,None,1,10,80,25,69.9669415,,,,69.96218221,70.57428833,70.77752937492914,left,0.18649262399412692,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,1,81,11,1,left,0.37263404100667685,None,1,11,81,11,70.79068316693883,,,,70.780761,71.37414154200815,71.75961062,left,0.37263404100667685,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,1,82,12,1,left,0.1652930829441175,None,1,12,82,0,71.76763321,,,,71.76156937493943,72.35743283398915,72.52511066698935,left,0.1652930829441175,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,1,4,83,13,1,right,0.2690389580093324,None,1,13,83,29,72.52877504192293,,,,72.525788,73.12462841696106,73.39655854192097,right,0.2690389580093324,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,1,16,84,14,1,left,0.2607894579414278,None,1,14,84,60,73.40712945896666,,,,73.3980375,74.00789133401122,74.27600241696928,left,0.2607894579414278,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.1,1,1,85,15,1,right,0.086711124,None,1,15,85,5,74.28428566700313,,,,74.27788504201453,74.87396783393342,74.96365599997807,right,0.086711124,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,16,86,16,1,right,0.329035708,None,1,16,86,67,74.97365741699468,,,,74.96583604195621,75.56162037490867,75.89308541698847,right,0.329035708,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.01,-1,4,87,17,1,left,0.2159087499603629,None,1,17,87,39,75.90048912493512,,,,75.89530787500553,76.48970970895607,76.70773779193405,left,0.2159087499603629,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-06,-1,2,88,18,1,left,0.16437695804052055,None,1,18,88,22,76.71331495896447,,,,76.70936658396386,77.29525500000454,77.47662545891944,left,0.16437695804052055,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,-1,4,89,19,1,left,0.31040075002238154,None,1,19,89,41,77.49055629200302,,,,77.47889816691168,78.07429687,78.39319316693582,left,0.31040075002238154,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,16,90,20,1,right,0.12607108301017433,None,1,20,90,62,78.40175096,,,,78.39526299992576,78.99060645897407,79.12607462494634,right,0.12607108301017433,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,8,91,21,1,left,0.7115343749755993,None,1,21,91,42,79.13268433394842,,,,79.12798754195683,79.72402320895344,80.44257249997463,left,0.7115343749755993,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1,1,1,92,22,1,right,0.2588787080021575,None,1,22,92,6,80.44994974997826,,,,80.44493516697548,81.04065712494776,81.31028166692704,right,0.2588787080021575,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,-1,2,93,23,1,left,0.7914879580494016,None,1,23,93,21,81.31919375,,,,81.31249849998858,81.90701504191384,82.70908520894591,left,0.7914879580494016,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
0.0001,-1,4,94,24,1,left,0.2702470829244703,None,1,24,94,37,82.71812566695735,,,,82.71136520896107,83.30718095891643,83.59225662,left,0.2702470829244703,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
1e-08,1,16,95,25,1,left,0.26173029199708253,None,1,25,95,56,83.60709554201458,,,,83.59343233401887,84.18968891701661,84.45892108394764,left,0.26173029199708253,None,demo,001,2025-02-03_14h23.25.595,contrast_sensitivity,2024.2.4,None,2025-02-03 14h23.30.336431 -0500
