contrast,location,cpd,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1e-08,1,2,94,24,1,left,0.10528029093984514,None,1,24,94,14,85.89497808297165,,,,85.88177004200406,86.4783434169367,86.59570270800032,left,0.10528029093984514,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,8,95,25,1,right,0.04180808295495808,None,1,25,95,48,86.60130987502635,,,,86.59720383293461,87.19499741692562,87.24688233295456,right,0.04180808295495808,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,2,96,26,1,left,0.11346829193644226,None,1,26,96,15,87.2555945420172,,,,87.24889808299486,87.84520004200749,87.9645088330144,left,0.11346829193644226,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,1,97,27,1,right,0.3083394579589367,None,1,27,97,4,87.97251904197037,,,,87.96674479194917,88.56226270797197,88.87996449996717,right,0.3083394579589367,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,2,98,28,1,left,0.0397434999467805,None,1,28,98,27,88.88762408297043,,,,88.88199395802803,89.49594724993221,89.54770283296239,left,0.0397434999467805,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,4,99,29,1,left,0.09850375005044043,None,1,29,99,28,89.56550549995154,,,,89.54988125001546,90.14509624999482,90.24738099996466,left,0.09850375005044043,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,1,100,30,1,right,0.054423374007456005,None,1,30,100,5,90.25549345801119,,,,90.24964795797132,90.84511445800308,90.91199154197238,right,0.054423374007456005,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,4,101,31,1,left,0.2729840830434114,None,1,31,101,36,90.9173518329626,,,,90.91390837496147,91.50060654198751,91.78029583301395,left,0.2729840830434114,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,4,102,32,1,left,0.709926791023463,None,1,32,102,41,91.78876924992073,,,,91.78259316692129,92.3786097499542,93.09799249994103,left,0.709926791023463,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,1,103,33,1,left,0.046373291057534516,None,1,33,103,1,93.10548366699368,,,,93.10005045798607,93.69526504201349,93.74777620797977,left,0.046373291057534516,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,4,104,34,1,left,0.01529079198371619,None,1,34,104,40,93.75507016701158,,,,93.75007774995174,94.34418233297765,94.3630517499987,left,0.01529079198371619,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,2,105,35,1,left,0.9495662910630926,None,1,35,105,20,94.36877562501468,,,,94.36462808295619,94.96088445803616,95.91450924996752,left,0.9495662910630926,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,2,106,36,1,left,0.08085987507365644,None,1,36,106,22,95.92292137502227,,,,95.91665633302182,96.51172812492587,96.59726333292201,left,0.08085987507365644,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,2,107,37,1,left,0.20233050000388175,None,1,37,107,18,96.60670687502716,,,,96.60017949994653,97.19505820795894,97.40068979200441,left,0.20233050000388175,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,8,108,38,1,right,0.37265112495515496,None,1,38,108,46,97.4118970829295,,,,97.40220766700804,97.99977733299602,98.38035966700409,right,0.37265112495515496,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,1,109,39,1,right,0.4560713330283761,None,1,39,109,0,98.3883483329555,,,,98.38267854193691,98.98349970800336,99.44760241697077,right,0.4560713330283761,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,4,110,40,1,left,0.8879425410414115,None,1,40,110,39,99.45587225002237,,,,99.44988883298356,100.04537366703153,100.94738891697489,left,0.8879425410414115,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,8,111,41,1,left,0.22608487505931407,None,1,41,111,42,100.95645458297804,,,,100.94949516700581,101.54523658298422,101.78105937503278,left,0.22608487505931407,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,8,112,42,1,left,0.1407086659455672,None,1,42,112,55,101.7892532920232,,,,101.7834417920094,102.37755787500646,102.53004883299582,left,0.1407086659455672,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,16,113,43,1,left,0.11276120797265321,None,1,43,113,57,102.5359564999817,,,,102.53175891702995,103.1275231250329,103.24615091702435,left,0.11276120797265321,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,16,114,44,1,left,0.0031148329144343734,None,1,44,114,58,103.25206066702958,,,,103.24760491703637,103.84513087500818,103.85142279195134,left,0.0031148329144343734,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,16,115,45,1,left,0.7721508749527857,None,1,45,115,66,103.86069374997169,,,,103.85364049999043,104.45415825000964,105.23094774992205,left,0.7721508749527857,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,1,116,46,1,left,0.1154981239233166,None,1,46,116,10,105.24076950002927,,,,105.23394833295606,105.8287317919312,105.94729929196183,left,0.1154981239233166,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,8,117,47,1,left,0.08691962389275432,None,1,47,117,50,105.9559168749256,,,,105.94955541694071,106.54524991696235,106.63437279197387,left,0.08691962389275432,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,8,118,48,1,left,0.12948970799334347,None,1,48,118,53,106.64492495800368,,,,106.63652087503579,107.23367862496525,107.38063137501013,left,0.12948970799334347,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,8,119,49,1,left,0.06942479207646102,None,1,49,119,51,107.39523537503555,,,,107.3828804580262,107.99974262493197,108.0809802080039,left,0.06942479207646102,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,2,120,50,1,left,0.21962220803834498,None,1,50,120,24,108.08927783300169,,,,108.08296625001822,108.69551262492314,108.91789366700687,left,0.21962220803834498,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,16,121,51,1,right,0.34829250001348555,None,1,51,121,60,108.92817816697061,,,,108.92023162497208,109.52081862499472,109.88106041692663,right,0.34829250001348555,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,2,122,52,1,left,0.21822741604410112,None,1,52,122,23,109.88951195799746,,,,109.88328358298168,110.47794979193714,110.6987984169973,left,0.21822741604410112,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,8,123,53,1,left,0.1302124580834061,None,1,53,123,44,110.71089437499177,,,,110.70020508300513,111.29786470800173,111.43257754202932,left,0.1302124580834061,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,8,124,54,1,left,0.06058995798230171,None,1,54,124,49,111.44409262493718,,,,111.43374633300118,112.02851124992594,112.09786049998365,left,0.06058995798230171,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,4,125,55,1,left,0.19084049994125962,None,1,55,125,31,112.10708870796952,,,,112.10013575002085,112.69521816703491,112.88775208301377,left,0.19084049994125962,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,1,126,56,1,left,0.1906904160277918,None,1,56,126,12,112.8938809579704,,,,112.88914029195439,113.48042316699866,113.68085662496742,left,0.1906904160277918,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,16,127,57,1,left,0.07932449993677437,None,1,57,127,68,113.68925624992698,,,,113.68273370794486,114.27873895794619,114.36366612499114,left,0.07932449993677437,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,2,128,58,1,left,0.06512341706547886,None,1,58,128,25,114.37212454201654,,,,114.36577862501144,114.96190179197583,115.0315088329371,left,0.06512341706547886,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,16,129,59,1,right,0.1627272079931572,None,1,59,129,62,115.03954937495291,,,,115.03378858300857,115.62839987501502,115.7970148329623,right,0.1627272079931572,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,2,130,60,1,right,0.09973541600629687,None,1,60,130,17,115.80574749992229,,,,115.79928549996112,116.3952340829419,116.49778291699477,right,0.09973541600629687,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,1,131,61,1,left,0.2876798330107704,None,1,61,131,11,116.50698487495538,,,,116.5001025829697,117.0952385829296,117.39599604194518,left,0.2876798330107704,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,16,132,62,1,left,0.0955386240966618,None,1,62,132,64,117.40199629194103,,,,117.39738712494727,117.98345737496857,118.08522020792589,left,0.0955386240966618,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,1,133,63,1,left,0.0441777080995962,None,1,63,133,2,118.09484899998643,,,,118.08672849996947,118.68175354192499,118.72961279202718,left,0.0441777080995962,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,4,134,64,1,left,0.1884182500652969,None,1,64,134,29,118.73528183298185,,,,118.73116224992555,119.32747304195073,119.529372583027,left,0.1884182500652969,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,1,135,65,1,left,0.4438230419764295,None,1,65,135,7,119.53571920795366,,,,119.53091620793566,120.11634979199152,120.56413170800079,left,0.4438230419764295,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,4,136,66,1,left,0.5579724579583853,None,1,66,136,32,120.5723601669306,,,,120.56676595797762,121.16185562498868,121.730415332946,left,0.5579724579583853,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,8,137,67,1,right,0.5662766660097986,None,1,67,137,45,121.73931520793121,,,,121.73261445795652,122.32854708295781,122.89743112493306,right,0.5662766660097986,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,4,138,68,1,left,0.3358184159733355,None,1,68,138,30,122.90562612493522,,,,122.89938474993687,123.49998774996493,123.84783266694285,left,0.3358184159733355,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,16,139,69,1,left,0.4227154159452766,None,1,69,139,69,123.85575037496164,,,,123.85003395797685,124.44507775001694,124.88041799992789,left,0.4227154159452766,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,2,140,0,2,left,0.20310208306182176,None,2,0,140,22,124.88969179196283,,,,124.88291645795107,125.47861470794305,125.68464283295907,left,0.20310208306182176,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,2,141,1,2,left,0.3239275829400867,None,2,1,141,17,125.69478391692974,,,,125.68701362493448,126.28285933297593,126.61369779193774,left,0.3239275829400867,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,16,142,2,2,left,0.30282483296468854,None,2,2,142,66,126.62146445794497,,,,126.61574087501504,127.21086833300069,127.51659287500661,left,0.30282483296468854,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,4,143,3,2,right,0.35876433306839317,None,2,3,143,30,127.52774637495168,,,,127.51800899999216,128.11205616698135,128.4810008329805,right,0.35876433306839317,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,2,144,4,2,left,0.3602220000466332,None,2,4,144,18,128.48917445796542,,,,128.48341024992988,129.07849904196337,129.44687537499703,left,0.3602220000466332,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,2,145,5,2,right,0.3814715000335127,None,2,5,145,20,129.45552658301312,,,,129.4488272080198,130.04517499997746,130.43057691701688,right,0.3814715000335127,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,8,146,6,2,left,0.35493962396867573,None,2,6,146,46,130.4379757499555,,,,130.43257499998435,131.02868833299726,131.39746420795564,left,0.35493962396867573,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,2,147,7,2,left,0.49657399905845523,None,2,7,147,14,131.41187308297958,,,,131.3990452500293,131.9951374999946,132.4964466249803,left,0.49657399905845523,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,8,148,8,2,left,0.3769335000542924,None,2,8,148,50,132.50214458303526,,,,132.49771441693883,133.09573283302598,133.48102266702335,left,0.3769335000542924,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,16,149,9,2,left,0.4359188749222085,None,2,9,149,69,133.4888611669885,,,,133.4833878329955,134.07860104192514,134.51819383294787,left,0.4359188749222085,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,4,150,10,2,left,0.5131207919912413,None,2,10,150,28,134.52818208292592,,,,134.52060391695704,135.11538183293305,135.63239475002047,left,0.5131207919912413,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,16,151,11,2,right,0.614116916898638,None,2,11,151,59,135.6441600000253,,,,135.63372316700406,136.2285610419931,136.8472719580168,right,0.614116916898638,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,4,152,12,2,left,0.2871141249779612,None,2,12,152,38,136.85534554196056,,,,136.84957399999257,137.44433654192835,137.73503312503453,left,0.2871141249779612,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,1,153,13,2,left,1.109899332979694,None,2,13,153,7,137.74395516701043,,,,137.7371641669888,138.345544999931,139.46479745802935,left,1.109899332979694,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,8,154,14,2,left,0.36844558303710073,None,2,14,154,54,139.47844133293256,,,,139.4671247919323,140.06194079201669,140.43511691701133,left,0.36844558303710073,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,16,155,15,2,left,0.41462866601068527,None,2,15,155,58,140.44473395799287,,,,140.4376248329645,141.03278920799494,141.4560007499531,left,0.41462866601068527,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,8,156,16,2,left,0.404385874979198,None,2,16,156,44,141.47843737492803,,,,141.45733233296778,142.05009812500793,142.4638176249573,left,0.404385874979198,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,16,157,17,2,left,0.3264513749163598,None,2,17,157,67,142.4722327500349,,,,142.46632629202213,143.06084812502377,143.3959902919596,left,0.3264513749163598,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,4,158,18,2,left,0.267515082960017,None,2,18,158,39,143.4014840000309,,,,143.3974309170153,143.9947273749858,144.26611924997997,left,0.267515082960017,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,8,159,19,2,left,0.29118062497582287,None,2,19,159,52,144.27810200001113,,,,144.2673517499352,144.87918716692366,145.18083874997683,left,0.29118062497582287,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,16,160,20,2,right,0.27469337405636907,None,2,20,160,61,145.18987654196098,,,,145.18300433293916,145.77858683292288,146.06372008298058,right,0.27469337405636907,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,8,161,21,2,right,0.14150595804676414,None,2,21,161,48,146.0722163330065,,,,146.0661479999544,146.66174529201817,146.81407508300617,right,0.14150595804676414,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,4,162,22,2,left,0.33127929107286036,None,2,22,162,37,146.82272549998015,,,,146.81633608299308,147.41195787501056,147.74736116698477,left,0.33127929107286036,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,8,163,23,2,left,0.08905441593378782,None,2,23,163,51,147.75613366696052,,,,147.7496319579659,148.34515312500298,148.44732508296147,left,0.08905441593378782,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,1,164,24,2,left,0.36679025006014854,None,2,24,164,8,148.45637483301107,,,,148.44961245800368,149.04536383296363,149.4181516249664,left,0.36679025006014854,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,16,165,25,2,left,0.231335791060701,None,2,25,165,65,149.42813187499996,,,,149.42047337500844,150.02885579201393,150.2645993749611,left,0.231335791060701,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,16,166,26,2,right,0.5274009159766138,None,2,26,166,57,150.27309412497561,,,,150.26672208297532,150.8617283749627,151.39714612497482,right,0.5274009159766138,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,1,167,27,2,left,0.18874333298299462,None,2,27,167,10,151.4036787499208,,,,151.39891708292998,151.99436704197433,152.19624620792456,left,0.18874333298299462,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,16,168,28,2,left,0.5037623329553753,None,2,28,168,63,152.2031052079983,,,,152.19825437502004,152.79900558292866,153.31451966695022,left,0.5037623329553753,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,4,169,29,2,left,0.3772389990044758,None,2,29,169,29,153.32280945801176,,,,153.31695395801216,153.91185408295132,154.29780724993907,left,0.3772389990044758,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,4,170,30,2,right,0.06709758297074586,None,2,30,170,34,154.30657537502702,,,,154.30022654193453,154.89596450002864,154.9808934580069,right,0.06709758297074586,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,8,171,31,2,left,0.1705399170750752,None,2,31,171,43,154.9954891669331,,,,154.98320479202084,155.5784816669766,155.7513737080153,left,0.1705399170750752,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,8,172,32,2,right,0.4261768750147894,None,2,32,172,49,155.76146254199557,,,,155.7536160829477,156.35091279202607,156.78106599999592,right,0.4261768750147894,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,1,173,33,2,left,0.12570316600613296,None,2,33,173,0,156.7898042500019,,,,156.78320487495512,157.37844200001564,157.51448341703508,left,0.12570316600613296,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,4,174,34,2,left,0.317305582924746,None,2,34,174,31,157.52251987496857,,,,157.5168978329748,158.11167574999854,158.43180975003634,left,0.317305582924746,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,4,175,35,2,left,0.07863416592590511,None,2,35,175,35,158.4452581249643,,,,158.43397770798765,159.02865991694853,159.11373783298768,left,0.07863416592590511,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,4,176,36,2,left,0.32809108297806233,None,2,36,176,36,159.12239329202566,,,,159.11571066698525,159.71083504194394,160.0457980829524,left,0.32809108297806233,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,8,177,37,2,right,0.19216254097409546,None,2,37,177,47,160.0516808750108,,,,160.04740220797248,160.6487847500248,160.84789987502154,right,0.19216254097409546,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,1,178,38,2,right,0.3515938740456477,None,2,38,178,3,160.86191112501547,,,,160.85025029198732,161.4453093749471,161.801245791954,right,0.3515938740456477,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,1,179,39,2,left,0.31309929105918854,None,2,39,179,9,161.81145241693594,,,,161.80356475000735,162.39979766693432,162.72047874995042,left,0.31309929105918854,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,1,180,40,2,left,0.2093532079597935,None,2,40,180,11,162.72808549995534,,,,162.72182654193603,163.31663466698956,163.5310623330297,left,0.2093532079597935,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,2,181,41,2,right,0.272405874915421,None,2,41,181,15,163.53849966695998,,,,163.53324266697746,164.12842512503266,164.4059298329521,right,0.272405874915421,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,1,182,42,2,right,0.1806335001019761,None,2,42,182,2,164.41496420803014,,,,164.40728158294223,165.00024683296215,165.1846513749333,right,0.1806335001019761,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,16,183,43,2,left,0.07872337498702109,None,2,43,183,68,165.19476870796643,,,,165.18676499999128,165.78309808298945,165.86457770795096,left,0.07872337498702109,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,1,184,44,2,left,0.15248637506738305,None,2,44,184,12,165.87376458302606,,,,165.86685291700996,166.46228520793375,166.61825287493411,left,0.15248637506738305,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,2,185,45,2,left,0.05933099996764213,None,2,45,185,16,166.62813291698694,,,,166.6206021249527,167.21245174994692,167.2795832080301,left,0.05933099996764213,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,2,186,46,2,left,0.19088816596195102,None,2,46,186,26,167.2852853749646,,,,167.28080395795405,167.87782941700425,168.07909012492746,left,0.19088816596195102,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,2,187,47,2,left,0.16164316597860307,None,2,47,187,27,168.08528316696174,,,,168.08046187495347,168.66708279203158,168.8376040830044,left,0.16164316597860307,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,4,188,48,2,left,0.21713887492660433,None,2,48,188,40,168.84397187503055,,,,168.8399518749211,169.4335753750056,169.6656850000145,left,0.21713887492660433,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,4,189,49,2,left,0.4139170830603689,None,2,49,189,32,169.67847666703165,,,,169.668823666987,170.26178850000724,170.68081941700075,left,0.4139170830603689,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
