blobHeight,blobWidth,offset,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Wait.started,start_trial_text.started,start_key_resp.started,Wait.stopped,start_key_resp.keys,start_key_resp.rt,start_key_resp.duration,trial.started,noise.started,blob_1.started,blob_1.stopped,blob_2.started,blob_2.stopped,noise_2.started,key_resp.started,noise.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1.0,0.07,0.16,46,46,0,right,0.09995533304754645,None,0,46,46,24,48.22043687500991,,,,,,,,,48.19741124997381,48.22043687500991,48.273185958038084,48.52240250003524,48.622980916989036,48.8725003330037,48.92264470807277,48.92264470807277,48.97006279206835,49.03746016707737,right,0.09995533304754645,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1045,0.67,0.0,47,47,0,right,0.45698566699866205,None,0,47,47,3,49.07585729204584,,,,,,,,,49.05802195798606,49.07585729204584,49.14140595798381,49.40603320801165,49.48905862506945,49.73964100005105,49.79235333297402,49.79235333297402,49.81995245802682,50.25563550007064,right,0.45698566699866205,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1489,0.47,-0.02,48,0,1,left,0.27312129200436175,None,1,0,48,34,50.31034604203887,,,,,,,,,50.28611037507653,50.31034604203887,50.365867333021015,50.6256940420717,50.70590508298483,50.95832083304413,51.00599245808553,51.00599245808553,51.069991667056456,51.28867525001988,left,0.27312129200436175,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.2593,0.27,0.16,49,1,1,right,0.1558451249729842,None,1,1,49,25,51.33793970802799,,,,,,,,,51.31453729199711,51.33793970802799,51.40498816699255,51.65628095797729,51.73925666697323,51.989400708000176,52.04356529202778,52.04356529202778,52.086727541987784,52.20530437503476,right,0.1558451249729842,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
1.0,0.07,0.0,50,2,1,right,0.27843149995896965,None,1,2,50,0,52.25041516707279,,,,,,,,,52.22846400004346,52.25041516707279,52.318211500067264,52.58079587505199,52.66119075007737,52.92318833305035,52.956171542056836,52.956171542056836,53.00291916704737,53.238977708038874,right,0.27843149995896965,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
1.0,0.07,0.01,51,3,1,right,0.16641675005666912,None,1,3,51,8,53.28875700000208,,,,,,,,,53.265322042047046,53.28875700000208,53.342041167081334,53.605754083022475,53.6942723330576,53.95609845803119,53.989668417023495,53.989668417023495,54.03666950005572,54.15858545806259,right,0.16641675005666912,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.2593,0.27,0.02,52,4,1,right,0.24546250002458692,None,1,4,52,13,54.20396904204972,,,,,,,,,54.181907542049885,54.20396904204972,54.276287125074305,54.53967070800718,54.62293641699944,54.87509687501006,54.90717683301773,54.90717683301773,54.95340383297298,55.15526324999519,right,0.24546250002458692,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1489,0.47,-0.16,53,5,1,left,0.22666941699571908,None,1,5,53,46,55.203937708050944,,,,,,,,,55.18093245802447,55.203937708050944,55.25870920799207,55.523783750017174,55.606907958048396,55.85639395797625,55.906161417020485,55.906161417020485,55.95332287508063,56.13866033300292,left,0.22666941699571908,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1489,0.47,0.01,54,6,1,right,0.43491008307319134,None,1,6,54,10,56.18777195806615,,,,,,,,,56.16481583297718,56.18777195806615,56.24263524997514,56.50971750007011,56.59055191697553,56.83893320802599,56.88938766706269,56.88938766706269,56.93659454199951,57.33889816701412,right,0.43491008307319134,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1489,0.47,-0.01,55,7,1,left,0.24168191594071686,None,1,7,55,30,57.39148104202468,,,,,,,,,57.367946958052926,57.39148104202468,57.44683620799333,57.70926758297719,57.79083241708577,58.05654270807281,58.09081491699908,58.09081491699908,58.153195291990414,58.3388391250046,left,0.24168191594071686,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
0.1489,0.47,0.08,56,8,1,right,0.16725808300543576,None,1,8,56,22,58.386957000009716,,,,,,,,,58.36435929208528,58.386957000009716,58.44087125000078,58.70623091701418,58.79148262506351,59.056437792023644,59.08973470807541,59.08973470807541,59.13656533299945,59.25817849999294,right,0.16725808300543576,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
1.0,0.07,0.16,57,9,1,right,0.17015383299440145,None,1,9,57,24,59.302063458017074,,,,,,,,,59.281088958028704,59.302063458017074,59.37005087500438,59.631196917034686,59.711547999992035,59.97323237499222,60.023010042030364,60.023010042030364,60.05328700004611,60.205239917035215,right,0.17015383299440145,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
1.0,0.07,-0.01,58,10,1,left,0.3207537910202518,None,1,10,58,28,60.25139524997212,,,,,,,,,60.22947529202793,60.25139524997212,60.31867120799143,60.57511183305178,60.65689125005156,60.92312108306214,60.95710062503349,60.95710062503349,61.00318487500772,61.28911891707685,left,0.3207537910202518,None,demo,001,2025-03-24_16h58.34.387,Bonnen2015_2afc,2024.2.4,None,2025-03-24 16h58.40.675932 -0400,
